;dischargeID;maxNumberOfFailureIndicators;numberOfFailedPlunges;configuration;campaign
518;20241114.047;0;0;FTM004+2585;OP22
517;20241114.046;0;0;FTM004+2585;OP22
516;20241114.045;0;0;FTM004+2585;OP22
515;20241114.044;0;0;FTM004+2585;OP22
514;20241114.043;0;0;FTM004+2585;OP22
513;20241114.042;0;0;FTM004+2585;OP22
512;20241114.040;0;0;FTM004+2585;OP22
511;20241114.039;0;0;FTM004+2585;OP22
510;20241114.038;0;0;FTM004+2585;OP22
509;20241114.035;0;0;FTM004+2585;OP22
508;20241114.031;0;0;FTM004+2585;OP22
507;20241114.030;0;0;FTM004+2585;OP22
506;20241114.029;0;0;FTM004+2585;OP22
505;20241114.027;0;0;FTM004+2585;OP22
504;20241114.026;0;0;FTM004+2585;OP22
503;20241114.025;0;0;FTM004+2585;OP22
502;20241114.024;0;0;FTM004+2585;OP22
501;20241114.023;0;0;FTM004+2585;OP22
499;20241114.021;0;0;FTM004+2585;OP22
498;20241114.020;0;0;FTM004+2585;OP22
497;20241114.018;0;0;FTM004+2585;OP22
496;20241114.011;0;0;FTM004+2585;OP22
495;20241114.010;0;0;FTM004+2585;OP22
494;20241113.074;0;0;FTM004+2520;OP22
493;20241113.072;0;0;FTM004+2520;OP22
492;20241113.071;0;0;FTM004+2520;OP22
491;20241113.070;0;0;FTM004+2520;OP22
490;20241113.069;0;0;FTM004+2520;OP22
489;20241113.068;0;0;FTM004+2520;OP22
488;20241113.067;0;0;FTM004+2520;OP22
487;20241113.064;0;0;FTM004+2520;OP22
486;20241113.063;0;0;FTM004+2520;OP22
485;20241113.062;0;0;FTM004+2520;OP22
484;20241113.061;0;0;FTM004+2520;OP22
483;20241113.060;0;0;FTM004+2520;OP22
482;20241113.059;0;0;FTM004+2520;OP22
481;20241113.058;0;0;FTM004+2520;OP22
480;20241113.057;0;0;FTM004+2520;OP22
479;20241113.056;0;0;FTM004+2520;OP22
478;20241113.055;0;0;FTM004+2520;OP22
477;20241113.054;0;0;FTM004+2520;OP22
476;20241113.050;0;0;FTM004+2585;OP22
475;20241113.049;0;0;FTM004+2585;OP22
474;20241113.048;0;0;FTM004+2585;OP22
473;20241113.047;0;0;FTM004+2585;OP22
472;20241113.045;0;0;FTM004+2585;OP22
471;20241113.043;0;0;FTM004+2585;OP22
470;20241113.042;0;0;FTM004+2585;OP22
469;20241113.041;0;0;FTM004+2585;OP22
468;20241113.038;0;0;FTM004+2585;OP22
467;20241113.036;0;0;FTM004+2585;OP22
466;20241113.033;0;0;FTM004+2585;OP22
465;20241113.030;0;0;FTM004+2585;OP22
464;20241113.029;0;0;FTM004+2585;OP22
463;20241113.027;0;0;FTM004+2585;OP22
462;20241113.025;0;0;FTM004+2585;OP22
461;20241113.023;0;0;FTM004+2585;OP22
460;20241113.021;0;0;FTM004+2585;OP22
459;20241113.019;0;0;FTM004+2585;OP22
448;20241112.070;0;0;EIM000+2614;OP22
444;20241112.066;0;0;EIM000+2614;OP22
432;20241112.054;0;0;EKM006+2620;OP22
431;20241112.051;0;0;KJM008+2620;OP22
429;20241112.046;0;0;KJM008+2620;OP22
428;20241112.034;0;0;KJM008+2620;OP22
427;20241112.033;0;0;KJM008+2620;OP22
426;20241112.027;0;0;KJM008+2620;OP22
425;20241112.025;0;0;KJM008+2620;OP22
410;20241106.058;0;0;DBM000+2520;OP22
401;20241106.049;0;0;DBM000+2520;OP22
400;20241106.048;0;0;DBM000+2520;OP22
399;20241106.046;0;0;DBM000+2520;OP22
398;20241106.045;0;0;DBM000+2520;OP22
397;20241106.044;0;0;DBM000+2520;OP22
396;20241106.043;0;0;DBM000+2520;OP22
395;20241106.042;0;0;DBM000+2520;OP22
394;20241106.039;0;0;ECM003+2520;OP22
393;20241106.038;0;0;ECM003+2520;OP22
392;20241106.037;0;0;ECM003+2520;OP22
391;20241106.036;0;0;ECM003+2520;OP22
390;20241106.035;0;0;EBM002+2520;OP22
389;20241106.034;0;0;EBM003+2520;OP22
388;20241106.033;0;0;ECM003+2520;OP22
387;20241106.032;0;0;ECM000+2520;OP22
386;20241106.031;0;0;ECM002+2520;OP22
385;20241106.030;0;0;EEM001+2520;OP22
382;20241106.027;0;0;EIM000+2520;OP22
381;20241106.026;0;0;EIM000+2520;OP22
380;20241106.025;0;0;EIM000+2520;OP22
379;20241106.024;0;0;EIM000+2520;OP22
377;20241106.022;0;0;EIM000+2520;OP22
376;20241106.021;0;0;EIM000+2520;OP22
375;20241106.020;0;0;EIM000+2520;OP22
374;20241106.019;0;0;EIM000+2520;OP22
373;20241106.018;0;0;EIM000+2520;OP22
372;20241106.017;0;0;EIM000+2520;OP22
371;20241106.016;0;0;EIM000+2520;OP22
370;20241106.015;0;0;EIM000+2520;OP22
369;20241106.013;0;0;EIM000+2520;OP22
368;20241106.012;0;0;EIM003+2520;OP22
366;20241106.010;0;0;EIM002+2520;OP22
365;20241106.009;0;0;EHM001+2520;OP22
364;20241106.007;0;0;EHM001+2520;OP22
363;20241106.006;0;0;EHM001+2520;OP22
358;20241105.064;0;0;EIM000+2520;OP22
357;20241105.063;0;0;EIM000+2520;OP22
353;20241105.058;0;0;EIM000+2520;OP22
348;20241105.052;0;0;EHM001+2520;OP22
346;20241105.050;0;0;EHM001+2520;OP22
342;20241105.046;0;0;EHM001+2520;OP22
341;20241105.044;0;0;EHM001+2520;OP22
308;20241029.040;0;0;DIR001+2520;OP22
302;20241029.027;0;0;DIR001+2520;OP22
301;20241029.026;0;0;DIR001+2520;OP22
287;20241029.008;0;0;XIM001+2485;OP22
286;20241029.005;0;0;XIM001+2485;OP22
285;20241029.004;0;0;XIM001+2485;OP22
283;20241024.078;0;0;EIM000+2520;OP22
282;20241024.077;0;0;EIM000+2520;OP22
281;20241024.076;0;0;EIM000+2520;OP22
280;20241024.075;0;0;EIM000+2520;OP22
279;20241024.074;0;0;EIM000+2520;OP22
278;20241024.073;0;0;EIM000+2520;OP22
277;20241024.072;0;0;EIM000+2520;OP22
276;20241024.071;0;0;EIM000+2520;OP22
275;20241024.070;0;0;EIM000+2520;OP22
274;20241024.069;0;0;EIM000+2520;OP22
273;20241024.068;0;0;EIM000+2520;OP22
272;20241024.067;0;0;EIM000+2520;OP22
271;20241024.066;0;0;EIM000+2520;OP22
270;20241024.065;0;0;EIM000+2520;OP22
269;20241024.063;0;0;EIM000+2520;OP22
268;20241024.062;0;0;EIM000+2520;OP22
267;20241024.061;0;0;EIM000+2520;OP22
266;20241024.060;0;0;EIM000+2520;OP22
265;20241024.058;0;0;EIM000+2520;OP22
264;20241024.057;0;0;EIM000+2520;OP22
263;20241024.056;0;0;EIM000+2520;OP22
262;20241024.055;0;0;EIM000+2520;OP22
261;20241024.054;0;0;EIM000+2520;OP22
260;20241024.053;0;0;EIM000+2520;OP22
259;20241024.052;0;0;EIM000+2520;OP22
258;20241024.051;0;0;EIM000+2520;OP22
257;20241024.046;0;0;EIM000+2520;OP22
256;20241024.045;0;0;EIM000+2520;OP22
255;20241024.044;0;0;EIM000+2520;OP22
254;20241024.041;0;0;EIM000+2520;OP22
253;20241024.040;0;0;EIM000+2520;OP22
252;20241024.039;0;0;EIM000+2520;OP22
251;20241024.038;0;0;EIM000+2520;OP22
250;20241024.037;0;0;EIM000+2520;OP22
249;20241024.036;0;0;EIM000+2520;OP22
248;20241024.035;0;0;EIM000+2520;OP22
245;20241024.032;0;0;EIM000+2520;OP22
240;20241024.022;0;0;EIM000+2520;OP22
239;20241024.021;0;0;EIM000+2520;OP22
238;20241024.020;0;0;EIM000+2520;OP22
236;20241024.018;0;0;EIM000+2520;OP22
235;20241024.017;0;0;EIM000+2520;OP22
234;20241024.015;0;0;EIM000+2520;OP22
233;20241024.010;0;0;EIM000+2520;OP22
230;20241024.006;0;0;EIM000+2520;OP22
229;20241023.086;0;0;EIM000+2520;OP22
228;20241023.085;0;0;EIM000+2520;OP22
227;20241023.084;0;0;EIM000+2520;OP22
226;20241023.077;0;0;EIM000+2520;OP22
225;20241023.076;0;0;EIM000+2520;OP22
224;20241023.074;0;0;EIM000+2520;OP22
223;20241023.073;0;0;EIM000+2520;OP22
221;20241023.070;0;0;EIM000+2520;OP22
220;20241023.068;0;0;EIM000+2520;OP22
218;20241023.066;0;0;EIM000+2520;OP22
217;20241023.065;0;0;EIM000+2520;OP22
211;20241023.059;0;0;EIM000+2520;OP22
210;20241023.058;0;0;EIM000+2520;OP22
209;20241023.054;0;0;EIM000+2520;OP22
208;20241023.052;0;0;EIM000+2520;OP22
207;20241023.050;0;0;EIM000+2520;OP22
198;20241023.036;0;0;EIM000+2520;OP22
194;20241023.031;0;0;EIM000+2520;OP22
185;20241023.017;0;0;EIM000+2520;OP22
184;20241023.016;0;0;EIM000+2520;OP22
183;20241023.013;0;0;EIM000+2520;OP22
182;20241023.012;0;0;EIM000+2520;OP22
179;20241022.063;0;0;FTM004+2520;OP22
178;20241022.062;0;0;FTM004+2520;OP22
177;20241022.061;0;0;FTM004+2520;OP22
176;20241022.060;0;0;FTM004+2520;OP22
175;20241022.059;0;0;FTM004+2520;OP22
174;20241022.058;0;0;FTM004+2520;OP22
173;20241022.057;0;0;FTM004+2520;OP22
172;20241022.056;0;0;FTM004+2520;OP22
171;20241022.055;0;0;FTM004+2520;OP22
170;20241022.054;0;0;FTM004+2520;OP22
169;20241022.053;0;0;FTM004+2520;OP22
168;20241022.052;0;0;FTM004+2520;OP22
167;20241022.051;0;0;FTM004+2520;OP22
166;20241022.050;0;0;FTM004+2520;OP22
165;20241022.049;0;0;FTM004+2520;OP22
164;20241022.048;0;0;FTM004+2520;OP22
163;20241022.047;0;0;FTM004+2520;OP22
162;20241022.046;0;0;FTM004+2520;OP22
161;20241022.045;0;0;FTM004+2520;OP22
160;20241022.044;0;0;FTM004+2520;OP22
159;20241022.043;0;0;FTM004+2520;OP22
158;20241022.042;0;0;FTM004+2520;OP22
157;20241022.039;0;0;FTM004+2520;OP22
156;20241022.028;0;0;FTM004+2520;OP22
155;20241022.027;0;0;FTM004+2520;OP22
154;20241022.026;0;0;FTM004+2520;OP22
153;20241022.025;0;0;FTM004+2520;OP22
152;20241022.024;0;0;FTM004+2520;OP22
151;20241022.023;0;0;FTM004+2520;OP22
150;20241022.022;0;0;FTM004+2520;OP22
149;20241022.020;0;0;FTM004+2520;OP22
148;20241022.018;0;0;FTM004+2520;OP22
147;20241022.016;0;0;FTM004+2520;OP22
146;20241022.014;0;0;FTM004+2520;OP22
145;20241022.009;0;0;FTM004+2520;OP22
144;20241022.008;0;0;FTM004+2520;OP22
143;20241017.053;0;0;KJM008+2520;OP22
142;20241017.050;0;0;KJM008+2520;OP22
141;20241017.049;0;0;KJM008+2520;OP22
140;20241017.047;0;0;KJM008+2520;OP22
139;20241017.010;0;0;KJM008+2520;OP22
138;20241017.007;0;0;KJM008+2520;OP22
137;20241017.005;0;0;KJM008+2520;OP22
136;20241017.004;0;0;KJM008+2520;OP22
135;20241016.081;0;0;KJM008+2520;OP22
134;20241016.078;0;0;KJM008+2520;OP22
133;20241016.077;0;0;KJM008+2520;OP22
132;20241016.074;0;0;KJM008+2520;OP22
131;20241016.071;0;0;KJM008+2520;OP22
130;20241016.070;0;0;KJM008+2520;OP22
129;20241016.063;0;0;KJM008+2520;OP22
128;20241016.062;0;0;KJM008+2520;OP22
127;20241016.055;0;0;KJM008+2520;OP22
126;20241016.054;0;0;KJM008+2520;OP22
125;20241016.053;0;0;KJM008+2520;OP22
124;20241016.052;0;0;KJM008+2520;OP22
123;20241016.021;0;0;KJM008+2520;OP22
122;20241015.073;0;0;EIM000+2520;OP22
121;20241015.071;0;0;EIM000+2520;OP22
120;20241015.070;0;0;EIM000+2520;OP22
119;20241015.069;0;0;EIM000+2520;OP22
118;20241015.065;0;0;EIM000+2520;OP22
117;20241015.062;0;0;EIM000+2520;OP22
116;20241015.056;0;0;EIM000+2520;OP22
115;20241015.045;0;0;EIM000+2520;OP22
114;20241015.044;0;0;EIM000+2520;OP22
84;20241009.056;0;0;KJM008+2520;OP22
81;20241009.036;0;0;KJM008+2520;OP22
71;20241008.060;0;0;EIM000+2520;OP22
70;20241008.059;0;0;EIM000+2520;OP22
69;20241008.058;0;0;EIM000+2520;OP22
68;20241008.057;0;0;EIM000+2520;OP22
67;20241008.056;0;0;EIM000+2520;OP22
66;20241008.052;0;0;EIM000+2520;OP22
65;20241008.051;0;0;EIM000+2520;OP22
64;20241008.050;0;0;EIM000+2520;OP22
63;20241008.049;0;0;EIM000+2520;OP22
61;20241008.047;0;0;EIM000+2520;OP22
60;20241008.044;0;0;EIM000+2520;OP22
59;20241008.040;0;0;EIM000+2520;OP22
40;20241001.005;0;0;KJM001+2650;OP22
39;20241001.004;0;0;KJM001+2650;OP22
38;20240926.049;0;0;EIM000+2520;OP22
36;20240926.046;0;0;EIM000+2520;OP22
35;20240926.040;0;0;EIM000+2520;OP22
34;20240926.039;0;0;EIM000+2520;OP22
33;20240926.038;0;0;EIM000+2520;OP22
32;20240926.037;0;0;EIM000+2520;OP22
31;20240926.036;0;0;EIM000+2520;OP22
30;20240926.035;0;0;EIM000+2520;OP22
29;20240926.034;0;0;EIM000+2520;OP22
28;20240926.031;0;0;EIM000+2520;OP22
27;20240926.025;0;0;EIM000+2520;OP22
26;20240926.024;0;0;EIM000+2520;OP22
23;20240926.012;0;0;EIM000+2520;OP22
22;20240926.011;0;0;EIM000+2520;OP22
20;20240926.009;0;0;EIM000+2520;OP22
15;20240926.004;0;0;EIM000+2520;OP22
14;20240926.003;0;0;EIM000+2520;OP22
11;20240925.058;0;0;EJM007+2520;OP22
9;20240925.056;0;0;EJM007+2520;OP22
8;20240925.055;0;0;EJM007+2520;OP22
7;20240925.054;0;0;EJM007+2520;OP22
6;20240925.053;0;0;EJM007+2520;OP22
5;20240925.052;0;0;EIM000+2520;OP22
4;20240925.051;0;0;EIM000+2520;OP22
3;20240924.083;0;0;EIM000+1800;OP22
2;20240924.081;0;0;EIM000+1800;OP22
1;20240917.037;0;0;EIM000+2520;OP22
0;20240917.034;0;0;EIM000+2520;OP22
