;dischargeID;maxNumberOfFailureIndicators;numberOfFailedPlunges;configuration;campaign
1070;20250226.032;0;0;DBM000-2520;OP23
1068;20250225.071;0;0;EIM000-2520;OP23
1058;20250225.037;0;0;EIM000-2520;OP23
1057;20250225.013;0;0;EIM000-2450;OP23
1056;20250225.012;0;0;EIM000-2450;OP23
1055;20250225.011;0;0;EIM000-2450;OP23
1036;20250219.076;0;0;KJM008-2520;OP23
1035;20250219.075;0;0;KJM008-2520;OP23
1034;20250219.053;0;0;EIM000-2620;OP23
1033;20250219.051;0;0;EIM000-2620;OP23
1032;20250219.050;0;0;EIM000-2620;OP23
1031;20250219.049;0;0;EIM000-2620;OP23
1029;20241212.095;0;0;EIM000+2614;OP22
1028;20241212.094;0;0;EIM000+2614;OP22
1027;20241212.092;0;0;EIM000+2614;OP22
1026;20241212.091;0;0;EIM000+2614;OP22
1025;20241212.090;0;0;EIM000+2614;OP22
1024;20241212.089;0;0;EIM000+2614;OP22
1023;20241212.088;0;0;EIM000+2614;OP22
1022;20241212.087;0;0;EIM000+2614;OP22
1021;20241212.086;0;0;EIM000+2614;OP22
1020;20241212.085;0;0;EIM000+2614;OP22
1019;20241212.084;0;0;EIM000+2614;OP22
1018;20241212.082;0;0;EIM000+2614;OP22
1017;20241212.080;0;0;EIM000+2614;OP22
1016;20241212.079;0;0;EIM000+2614;OP22
1015;20241212.078;0;0;EIM000+2614;OP22
1014;20241212.077;0;0;EIM000+2614;OP22
1013;20241212.076;0;0;EIM000+2614;OP22
1012;20241212.075;0;0;EIM000+2614;OP22
1011;20241212.074;0;0;EIM000+2614;OP22
1010;20241212.073;0;0;EIM000+2614;OP22
1009;20241212.067;0;0;EIM000+2614;OP22
1008;20241212.066;0;0;EIM000+2614;OP22
1007;20241212.065;0;0;EIM000+2614;OP22
1005;20241212.063;0;0;EIM000+2520;OP22
1000;20241212.058;0;0;EIM000+2520;OP22
996;20241212.050;0;0;EIM000+2520;OP22
995;20241212.049;0;0;EIM000+2520;OP22
994;20241212.048;0;0;EIM000+2520;OP22
993;20241212.047;0;0;EIM000+2520;OP22
991;20241212.044;0;0;EIM000+2520;OP22
990;20241212.043;0;0;EIM000+2520;OP22
989;20241212.042;0;0;EIM000+2520;OP22
988;20241212.040;0;0;EIM000+2520;OP22
986;20241212.038;0;0;EIM000+2520;OP22
985;20241212.037;0;0;EIM000+2520;OP22
984;20241212.036;0;0;EIM000+2520;OP22
983;20241212.035;0;0;EIM000+2520;OP22
982;20241212.034;0;0;EIM000+2520;OP22
980;20241212.032;0;0;EIM000+2520;OP22
979;20241212.031;0;0;EIM000+2520;OP22
978;20241212.027;0;0;EIM000+2520;OP22
977;20241212.026;0;0;EIM000+2520;OP22
976;20241212.023;0;0;EIM000+2520;OP22
975;20241212.022;0;0;EIM000+2520;OP22
972;20241212.019;0;0;EIM000+2520;OP22
971;20241212.018;0;0;EIM000+2520;OP22
970;20241212.017;0;0;EIM000+2520;OP22
968;20241212.015;0;0;EIM000+2520;OP22
967;20241212.012;0;0;EIM000+2520;OP22
966;20241212.011;0;0;EIM000+2520;OP22
964;20241212.009;0;0;EIM000+2520;OP22
938;20241211.027;0;0;AIM000+2520;OP22
935;20241211.024;0;0;AIM000+2520;OP22
924;20241211.013;0;0;AIM000+2520;OP22
923;20241211.012;0;0;AIM000+2520;OP22
918;20241210.107;0;0;EIM000+2520;OP22
917;20241210.106;0;0;EIM000+2520;OP22
916;20241210.104;0;0;EIM000+2520;OP22
913;20241210.099;0;0;EIM000+2520;OP22
911;20241210.095;0;0;EIM000+2520;OP22
909;20241210.089;0;0;EIM000+2520;OP22
908;20241210.087;0;0;EIM000+2520;OP22
907;20241210.085;0;0;EIM000+2520;OP22
906;20241210.083;0;0;EIM000+2520;OP22
905;20241210.081;0;0;EIM000+2520;OP22
904;20241210.079;0;0;EIM000+2520;OP22
903;20241210.078;0;0;EIM000+2520;OP22
902;20241210.077;0;0;EIM000+2520;OP22
901;20241210.075;0;0;EIM000+2520;OP22
900;20241210.073;0;0;EIM000+2520;OP22
899;20241210.072;0;0;EIM000+2520;OP22
898;20241210.071;0;0;EIM000+2520;OP22
897;20241210.070;0;0;EIM000+2520;OP22
896;20241210.069;0;0;EIM000+2520;OP22
895;20241210.068;0;0;EIM000+2520;OP22
894;20241210.067;0;0;EIM000+2520;OP22
893;20241210.066;0;0;EIM000+2520;OP22
892;20241210.065;0;0;EIM000+2520;OP22
891;20241210.064;0;0;EIM000+2520;OP22
890;20241210.063;0;0;EIM000+2520;OP22
889;20241210.062;0;0;EIM000+2520;OP22
888;20241210.061;0;0;EIM000+2520;OP22
887;20241210.060;0;0;EIM000+2520;OP22
886;20241210.059;0;0;EIM000+2520;OP22
885;20241210.057;0;0;EIM000+2520;OP22
884;20241210.056;0;0;EIM000+2520;OP22
883;20241210.055;0;0;EIM000+2520;OP22
882;20241210.054;0;0;EIM000+2520;OP22
881;20241210.053;0;0;EIM000+2520;OP22
880;20241210.052;0;0;EIM000+2520;OP22
879;20241210.046;0;0;EIM000+2520;OP22
878;20241210.045;0;0;EIM000+2520;OP22
877;20241210.044;0;0;EIM000+2520;OP22
876;20241210.037;0;0;EIM000+2520;OP22
875;20241210.034;0;0;EIM000+2520;OP22
874;20241210.032;0;0;EIM000+2520;OP22
873;20241210.030;0;0;EIM000+2520;OP22
872;20241210.029;0;0;EIM000+2520;OP22
871;20241210.027;0;0;EIM000+2520;OP22
870;20241210.026;0;0;EIM000+2520;OP22
869;20241210.025;0;0;EIM000+2520;OP22
868;20241210.024;0;0;EIM000+2520;OP22
867;20241210.023;0;0;EIM000+2520;OP22
866;20241210.021;0;0;EIM000+2520;OP22
865;20241210.020;0;0;EIM000+2520;OP22
864;20241210.016;0;0;EIM000+2520;OP22
863;20241210.014;0;0;EIM000+2520;OP22
862;20241210.013;0;0;EIM000+2520;OP22
861;20241210.012;0;0;EIM000+2520;OP22
860;20241210.010;0;0;EIM000+2520;OP22
859;20241210.009;0;0;EIM000+2520;OP22
858;20241210.008;0;0;EIM000+2520;OP22
857;20241205.083;0;0;EIM000+2520;OP22
856;20241205.082;0;0;EIM000+2614;OP22
855;20241205.081;0;0;EIM000+2614;OP22
854;20241205.080;0;0;EIM000+2614;OP22
853;20241205.079;0;0;EIM000+2614;OP22
852;20241205.078;0;0;EIM000+2614;OP22
851;20241205.077;0;0;EIM000+2614;OP22
850;20241205.076;0;0;EIM000+2614;OP22
849;20241205.075;0;0;EIM000+2614;OP22
848;20241205.074;0;0;EIM000+2670;OP22
847;20241205.073;0;0;EIM000+2670;OP22
846;20241205.072;0;0;EIM000+2670;OP22
845;20241205.071;0;0;EIM000+2670;OP22
844;20241205.070;0;0;EIM000+2670;OP22
843;20241205.069;0;0;EIM000+2670;OP22
842;20241205.068;0;0;EIM000+2670;OP22
841;20241205.067;0;0;EIM000+2670;OP22
840;20241205.066;0;0;EIM000+2670;OP22
839;20241205.065;0;0;EIM000+2670;OP22
838;20241205.064;0;0;EIM000+2670;OP22
837;20241205.063;0;0;EIM000+2670;OP22
836;20241205.062;0;0;EIM000+2670;OP22
835;20241205.061;0;0;EIM000+2670;OP22
834;20241205.060;0;0;EIM000+2614;OP22
833;20241205.059;0;0;EIM000+2720;OP22
832;20241205.058;0;0;EIM000+2720;OP22
831;20241205.057;0;0;EIM000+2720;OP22
830;20241205.056;0;0;EIM000+2720;OP22
829;20241205.055;0;0;EIM000+2720;OP22
828;20241205.054;0;0;EIM000+2720;OP22
827;20241205.053;0;0;EIM000+2720;OP22
826;20241205.052;0;0;FNM001+2520;OP22
825;20241205.051;0;0;FNM001+2520;OP22
824;20241205.050;0;0;FNM001+2520;OP22
823;20241205.049;0;0;FNM001+2520;OP22
822;20241205.048;0;0;FNM001+2520;OP22
821;20241205.047;0;0;FNM001+2520;OP22
820;20241205.046;0;0;FNM001+2520;OP22
819;20241205.045;0;0;FNM001+2520;OP22
818;20241205.044;0;0;FNM001+2520;OP22
817;20241205.009;0;0;FMM002+2520;OP22
816;20241205.008;0;0;FMM002+2520;OP22
815;20241205.007;0;0;FMM002+2520;OP22
814;20241204.081;0;0;FMM002+2620;OP22
813;20241204.079;0;0;FMM002+2620;OP22
812;20241204.078;0;0;FMM002+2620;OP22
811;20241204.077;0;0;FMM002+2620;OP22
810;20241204.076;0;0;FMM002+2620;OP22
809;20241204.075;0;0;FMM002+2620;OP22
808;20241204.074;0;0;FMM002+2620;OP22
807;20241204.073;0;0;FMM002+2620;OP22
806;20241204.072;0;0;FMM002+2620;OP22
805;20241204.071;0;0;FMM002+2620;OP22
804;20241204.070;0;0;FMM002+2620;OP22
803;20241204.068;0;0;FMM002+2620;OP22
802;20241204.066;0;0;FMM002+2620;OP22
801;20241204.065;0;0;FMM002+2620;OP22
800;20241204.063;0;0;FMM002+2620;OP22
799;20241204.062;0;0;FMM002+2620;OP22
798;20241204.061;0;0;FMM002+2620;OP22
797;20241204.059;0;0;FMM002+2620;OP22
796;20241204.057;0;0;FMM002+2620;OP22
795;20241204.056;0;0;FMM002+2620;OP22
794;20241204.055;0;0;FMM002+2670;OP22
793;20241204.053;0;0;FMM002+2670;OP22
792;20241204.052;0;0;FMM002+2670;OP22
791;20241204.051;0;0;FMM002+2670;OP22
790;20241204.050;0;0;FMM002+2670;OP22
789;20241204.049;0;0;FMM002+2670;OP22
788;20241204.048;0;0;FMM002+2670;OP22
787;20241204.044;0;0;FMM002+2520;OP22
786;20241204.043;0;0;FMM002+2520;OP22
785;20241204.040;0;0;FMM002+2520;OP22
784;20241204.039;0;0;FMM002+2520;OP22
783;20241204.038;0;0;FMM002+2520;OP22
782;20241204.035;0;0;FMM002+2520;OP22
781;20241204.034;0;0;FMM002+2520;OP22
780;20241204.033;0;0;FMM002+2520;OP22
779;20241204.032;0;0;FMM002+2520;OP22
778;20241204.031;0;0;FMM002+2520;OP22
777;20241204.030;0;0;FMM002+2520;OP22
776;20241204.028;0;0;FMM002+2520;OP22
775;20241204.026;0;0;FMM002+2520;OP22
774;20241204.024;0;0;FMM002+2520;OP22
773;20241204.021;0;0;FMM002+2520;OP22
772;20241204.015;0;0;FMM002+2520;OP22
771;20241204.014;0;0;FMM002+2520;OP22
770;20241204.013;0;0;FMM002+2520;OP22
769;20241204.011;0;0;FMM002+2520;OP22
755;20241203.061;0;0;EIM000+2614;OP22
744;20241203.039;0;0;EIM000+2520;OP22
731;20241203.025;0;0;EIM000+2520;OP22
723;20241128.097;0;0;EIM000+2520;OP22
722;20241128.096;0;0;EIM000+2520;OP22
721;20241128.095;0;0;EIM000+2520;OP22
720;20241128.094;0;0;EIM000+2520;OP22
719;20241128.093;0;0;EIM000+2520;OP22
718;20241128.092;0;0;EIM000+2520;OP22
717;20241128.089;0;0;EIM000+2520;OP22
716;20241128.088;0;0;EIM000+2520;OP22
715;20241128.087;0;0;EIM000+2520;OP22
714;20241128.086;0;0;EIM000+2520;OP22
713;20241128.085;0;0;EIM000+2520;OP22
712;20241128.082;0;0;EIM000+2520;OP22
710;20241128.078;0;0;EIM000+2520;OP22
709;20241128.076;0;0;EIM000+2520;OP22
708;20241128.075;0;0;EIM000+2520;OP22
707;20241128.071;0;0;EIM000+2520;OP22
706;20241128.070;0;0;EIM000+2520;OP22
705;20241128.069;0;0;EIM000+2520;OP22
703;20241128.067;0;0;EIM000+2520;OP22
702;20241128.066;0;0;EIM000+2520;OP22
701;20241128.065;0;0;EIM000+2520;OP22
700;20241128.064;0;0;EIM000+2520;OP22
699;20241128.063;0;0;EIM000+2520;OP22
698;20241128.062;0;0;EIM000+2520;OP22
697;20241128.061;0;0;EIM000+2520;OP22
696;20241128.060;0;0;EIM000+2520;OP22
695;20241128.059;0;0;EIM000+2520;OP22
694;20241128.058;0;0;EIM000+2520;OP22
693;20241128.057;0;0;EIM000+2520;OP22
692;20241128.056;0;0;EIM000+2520;OP22
691;20241128.055;0;0;EIM000+2520;OP22
690;20241128.054;0;0;EIM000+2520;OP22
689;20241128.052;0;0;EIM000+2420;OP22
688;20241128.051;0;0;EIM000+2420;OP22
687;20241128.049;0;0;EIM000+2450;OP22
686;20241128.048;0;0;EIM000+2450;OP22
685;20241128.047;0;0;EIM000+2420;OP22
684;20241128.046;0;0;EIM000+2420;OP22
683;20241128.044;0;0;EIM000+2450;OP22
682;20241128.043;0;0;EIM000+2420;OP22
681;20241128.042;0;0;EIM000+2420;OP22
680;20241128.040;0;0;EIM000+2520;OP22
679;20241128.039;0;0;EIM000+2420;OP22
678;20241128.037;0;0;EIM000+2520;OP22
677;20241128.036;0;0;EIM000+2520;OP22
676;20241128.035;0;0;EIM000+2420;OP22
675;20241128.033;0;0;EIM000+2520;OP22
674;20241128.032;0;0;EIM000+2420;OP22
673;20241128.031;0;0;EIM000+2420;OP22
672;20241128.029;0;0;EIM000+2520;OP22
670;20241128.024;0;0;EIM000+2520;OP22
669;20241128.023;0;0;EIM000+2420;OP22
668;20241128.021;0;0;EIM000+2420;OP22
667;20241128.020;0;0;EIM000+2520;OP22
666;20241128.019;0;0;EIM000+2420;OP22
665;20241128.018;0;0;EIM000+2420;OP22
664;20241128.017;0;0;EIM000+2420;OP22
663;20241128.014;0;0;EIM000+2520;OP22
662;20241128.013;0;0;EIM000+2520;OP22
661;20241128.012;0;0;EIM000+2420;OP22
660;20241128.011;0;0;EIM000+2520;OP22
659;20241128.010;0;0;EIM000+2520;OP22
658;20241128.008;0;0;EIM000+2520;OP22
657;20241128.007;0;0;EIM000+2520;OP22
656;20241127.081;0;0;FNM002+2520;OP22
655;20241127.070;0;0;FLM000+2520;OP22
654;20241127.069;0;0;FMM001+2520;OP22
653;20241127.068;0;0;FLM000+2520;OP22
652;20241127.064;0;0;FLM000+2520;OP22
651;20241127.063;0;0;FLM000+2520;OP22
650;20241127.062;0;0;FLM000+2520;OP22
649;20241127.061;0;0;FLM000+2520;OP22
648;20241127.058;0;0;FLM000+2520;OP22
647;20241127.055;0;0;EJM008+2520;OP22
646;20241127.054;0;0;EJM008+2520;OP22
645;20241127.051;0;0;EIM000+2520;OP22
644;20241127.050;0;0;EIM000+2520;OP22
640;20241127.045;0;0;EIM000+2520;OP22
638;20241127.043;0;0;EIM000+2520;OP22
637;20241127.042;0;0;EIM000+2520;OP22
636;20241127.041;0;0;EIM000+2520;OP22
633;20241127.038;0;0;EIM000+2520;OP22
631;20241127.035;0;0;EIM000+2520;OP22
618;20241127.021;0;0;EIM000+2520;OP22
615;20241127.017;0;0;EIM000+2520;OP22
614;20241127.013;0;0;EIM000+2520;OP22
612;20241126.076;0;0;FMM002+2620;OP22
611;20241126.073;0;0;FMM002+2620;OP22
610;20241126.072;0;0;FMM002+2620;OP22
609;20241126.070;0;0;FMM002+2620;OP22
608;20241126.068;0;0;FMM002+2620;OP22
607;20241126.065;0;0;FMM002+2620;OP22
606;20241126.064;0;0;FMM002+2620;OP22
605;20241126.062;0;0;FMM002+2620;OP22
604;20241126.061;0;0;FMM002+2620;OP22
603;20241126.060;0;0;FMM002+2620;OP22
602;20241126.059;0;0;FMM002+2620;OP22
601;20241126.058;0;0;FMM002+2620;OP22
600;20241126.057;0;0;FMM002+2620;OP22
599;20241126.056;0;0;FMM002+2620;OP22
598;20241126.055;0;0;FMM002+2620;OP22
597;20241126.054;0;0;FMM002+2620;OP22
596;20241126.053;0;0;FMM002+2620;OP22
595;20241126.048;0;0;FMM002+2620;OP22
594;20241126.047;0;0;FMM002+2620;OP22
593;20241126.046;0;0;FMM002+2620;OP22
592;20241126.045;0;0;FMM002+2620;OP22
591;20241126.043;0;0;FMM002+2620;OP22
590;20241126.041;0;0;FMM002+2620;OP22
589;20241126.039;0;0;EIM000+2520;OP22
588;20241126.038;0;0;EIM000+2520;OP22
587;20241126.034;0;0;EIM000+2520;OP22
586;20241126.031;0;0;EIM000+2520;OP22
585;20241126.025;0;0;EIM000+2520;OP22
583;20241126.018;0;0;EIM000+2520;OP22
582;20241126.017;0;0;EIM000+2520;OP22
581;20241126.016;0;0;EIM000+2520;OP22
580;20241126.015;0;0;EIM000+2520;OP22
577;20241126.010;0;0;EIM000+2520;OP22
571;20241121.082;0;0;EIM000+2520;OP22
568;20241121.079;0;0;EIM000+2520;OP22
566;20241121.077;0;0;EIM000+2520;OP22
564;20241121.075;0;0;EIM000+2520;OP22
563;20241121.073;0;0;EIM000+2520;OP22
562;20241121.072;0;0;EIM000+2520;OP22
561;20241121.069;0;0;EIM000+2520;OP22
560;20241121.067;0;0;EIM000+2520;OP22
559;20241121.066;0;0;EIM000+2520;OP22
554;20241121.045;0;0;EIM000+2520;OP22
553;20241121.044;0;0;EIM000+2520;OP22
552;20241121.043;0;0;EIM000+2614;OP22
551;20241121.042;0;0;EIM000+2614;OP22
550;20241121.041;0;0;EIM000+2614;OP22
549;20241121.040;0;0;EIM000+2614;OP22
548;20241121.039;0;0;EIM000+2614;OP22
547;20241121.038;0;0;EIM000+2614;OP22
546;20241121.037;0;0;EIM000+2614;OP22
545;20241121.036;0;0;EIM000+2614;OP22
544;20241121.035;0;0;EIM000+2614;OP22
543;20241121.034;0;0;EIM000+2614;OP22
542;20241121.033;0;0;EIM000+2614;OP22
541;20241121.032;0;0;EIM000+2614;OP22
540;20241121.031;0;0;EIM000+2614;OP22
539;20241121.030;0;0;EIM000+2614;OP22
538;20241121.029;0;0;EIM000+2614;OP22
537;20241121.028;0;0;EIM000+2614;OP22
536;20241121.027;0;0;EIM000+2614;OP22
535;20241121.026;0;0;EIM000+2614;OP22
534;20241121.025;0;0;EIM000+2614;OP22
533;20241121.024;0;0;EIM000+2614;OP22
532;20241121.023;0;0;EIM000+2614;OP22
531;20241121.022;0;0;EIM000+2614;OP22
530;20241121.021;0;0;EIM000+2614;OP22
529;20241121.020;0;0;EIM000+2614;OP22
528;20241121.019;0;0;EIM000+2614;OP22
527;20241121.016;0;0;EIM000+2520;OP22
526;20241121.015;0;0;EIM000+2520;OP22
524;20241121.013;0;0;EIM000+2520;OP22
523;20241121.010;0;0;EIM000+2614;OP22
522;20241121.008;0;0;EIM000+2614;OP22
521;20241121.007;0;0;EIM000+2614;OP22
520;20241120.055;0;0;KJM008+2520;OP22
519;20241120.052;0;0;KJM008+2520;OP22
518;20241120.032;0;0;KJM008+2520;OP22
517;20241120.029;0;0;KJM008+2520;OP22
516;20241120.028;0;0;KJM008+2520;OP22
515;20241120.026;0;0;KJM008+2520;OP22
514;20241120.022;0;0;KJM008+2520;OP22
513;20241120.021;0;0;KJM008+2520;OP22
512;20241120.019;0;0;KJM008+2520;OP22
509;20241119.083;0;0;EIM000+2614;OP22
508;20241119.079;0;0;EIM000+2614;OP22
507;20241119.077;0;0;EIM000+2614;OP22
506;20241119.075;0;0;EIM000+2614;OP22
505;20241119.074;0;0;EIM000+2614;OP22
500;20241119.065;0;0;EIM000+2614;OP22
497;20241119.059;0;0;EIM000+2614;OP22
496;20241119.058;0;0;EIM000+2520;OP22
495;20241119.056;0;0;EIM000+2614;OP22
493;20241119.053;0;0;EIM000+2520;OP22
492;20241119.047;0;0;EIM000+2520;OP22
491;20241119.043;0;0;EIM000+2614;OP22
486;20241119.035;0;0;EIM000+2520;OP22
485;20241119.034;0;0;EIM000+2520;OP22
484;20241119.033;0;0;EIM000+2520;OP22
483;20241119.028;0;0;EIM000+2520;OP22
479;20241114.067;0;0;FTM004+2585;OP22
478;20241114.066;0;0;FTM004+2585;OP22
477;20241114.064;0;0;FTM004+2585;OP22
476;20241114.062;0;0;FTM004+2585;OP22
475;20241114.061;0;0;FTM004+2585;OP22
474;20241114.056;0;0;FTM004+2585;OP22
473;20241114.055;0;0;FTM004+2585;OP22
472;20241114.052;0;0;FTM004+2585;OP22
471;20241114.051;0;0;FTM004+2585;OP22
470;20241114.050;0;0;FTM004+2585;OP22
469;20241114.046;0;0;FTM004+2585;OP22
468;20241114.040;0;0;FTM004+2585;OP22
467;20241114.039;0;0;FTM004+2585;OP22
466;20241114.038;0;0;FTM004+2585;OP22
465;20241114.035;0;0;FTM004+2585;OP22
464;20241114.031;0;0;FTM004+2585;OP22
463;20241114.030;0;0;FTM004+2585;OP22
462;20241114.029;0;0;FTM004+2585;OP22
461;20241114.027;0;0;FTM004+2585;OP22
460;20241114.026;0;0;FTM004+2585;OP22
459;20241114.025;0;0;FTM004+2585;OP22
458;20241114.024;0;0;FTM004+2585;OP22
457;20241114.023;0;0;FTM004+2585;OP22
455;20241114.021;0;0;FTM004+2585;OP22
454;20241114.020;0;0;FTM004+2585;OP22
453;20241114.018;0;0;FTM004+2585;OP22
452;20241114.011;0;0;FTM004+2585;OP22
451;20241114.010;0;0;FTM004+2585;OP22
450;20241113.074;0;0;FTM004+2520;OP22
449;20241113.072;0;0;FTM004+2520;OP22
448;20241113.071;0;0;FTM004+2520;OP22
447;20241113.070;0;0;FTM004+2520;OP22
446;20241113.068;0;0;FTM004+2520;OP22
445;20241113.067;0;0;FTM004+2520;OP22
444;20241113.064;0;0;FTM004+2520;OP22
443;20241113.063;0;0;FTM004+2520;OP22
442;20241113.062;0;0;FTM004+2520;OP22
441;20241113.061;0;0;FTM004+2520;OP22
440;20241113.060;0;0;FTM004+2520;OP22
439;20241113.059;0;0;FTM004+2520;OP22
438;20241113.058;0;0;FTM004+2520;OP22
437;20241113.056;0;0;FTM004+2520;OP22
436;20241113.055;0;0;FTM004+2520;OP22
435;20241113.054;0;0;FTM004+2520;OP22
434;20241113.049;0;0;FTM004+2585;OP22
433;20241113.048;0;0;FTM004+2585;OP22
432;20241113.047;0;0;FTM004+2585;OP22
431;20241113.045;0;0;FTM004+2585;OP22
430;20241113.043;0;0;FTM004+2585;OP22
429;20241113.042;0;0;FTM004+2585;OP22
428;20241113.041;0;0;FTM004+2585;OP22
427;20241113.038;0;0;FTM004+2585;OP22
426;20241113.036;0;0;FTM004+2585;OP22
425;20241113.033;0;0;FTM004+2585;OP22
424;20241113.030;0;0;FTM004+2585;OP22
423;20241113.029;0;0;FTM004+2585;OP22
422;20241113.027;0;0;FTM004+2585;OP22
421;20241113.025;0;0;FTM004+2585;OP22
420;20241113.023;0;0;FTM004+2585;OP22
419;20241113.021;0;0;FTM004+2585;OP22
418;20241113.019;0;0;FTM004+2585;OP22
407;20241112.070;0;0;EIM000+2614;OP22
403;20241112.066;0;0;EIM000+2614;OP22
391;20241112.054;0;0;EKM006+2620;OP22
390;20241112.051;0;0;KJM008+2620;OP22
388;20241112.046;0;0;KJM008+2620;OP22
387;20241112.034;0;0;KJM008+2620;OP22
386;20241112.033;0;0;KJM008+2620;OP22
385;20241112.027;0;0;KJM008+2620;OP22
384;20241112.025;0;0;KJM008+2620;OP22
370;20241106.058;0;0;DBM000+2520;OP22
361;20241106.049;0;0;DBM000+2520;OP22
360;20241106.048;0;0;DBM000+2520;OP22
359;20241106.046;0;0;DBM000+2520;OP22
358;20241106.045;0;0;DBM000+2520;OP22
357;20241106.044;0;0;DBM000+2520;OP22
356;20241106.043;0;0;DBM000+2520;OP22
355;20241106.042;0;0;DBM000+2520;OP22
354;20241106.039;0;0;ECM003+2520;OP22
353;20241106.038;0;0;ECM003+2520;OP22
352;20241106.037;0;0;ECM003+2520;OP22
351;20241106.036;0;0;ECM003+2520;OP22
350;20241106.035;0;0;EBM002+2520;OP22
349;20241106.034;0;0;EBM003+2520;OP22
348;20241106.033;0;0;ECM003+2520;OP22
347;20241106.032;0;0;ECM000+2520;OP22
346;20241106.031;0;0;ECM002+2520;OP22
345;20241106.030;0;0;EEM001+2520;OP22
342;20241106.027;0;0;EIM000+2520;OP22
341;20241106.026;0;0;EIM000+2520;OP22
340;20241106.025;0;0;EIM000+2520;OP22
339;20241106.024;0;0;EIM000+2520;OP22
337;20241106.022;0;0;EIM000+2520;OP22
336;20241106.021;0;0;EIM000+2520;OP22
335;20241106.020;0;0;EIM000+2520;OP22
334;20241106.019;0;0;EIM000+2520;OP22
333;20241106.018;0;0;EIM000+2520;OP22
332;20241106.017;0;0;EIM000+2520;OP22
331;20241106.016;0;0;EIM000+2520;OP22
330;20241106.015;0;0;EIM000+2520;OP22
329;20241106.013;0;0;EIM000+2520;OP22
328;20241106.012;0;0;EIM003+2520;OP22
326;20241106.010;0;0;EIM002+2520;OP22
325;20241106.009;0;0;EHM001+2520;OP22
324;20241106.007;0;0;EHM001+2520;OP22
323;20241106.006;0;0;EHM001+2520;OP22
318;20241105.064;0;0;EIM000+2520;OP22
317;20241105.063;0;0;EIM000+2520;OP22
313;20241105.058;0;0;EIM000+2520;OP22
308;20241105.052;0;0;EHM001+2520;OP22
306;20241105.050;0;0;EHM001+2520;OP22
302;20241105.046;0;0;EHM001+2520;OP22
301;20241105.044;0;0;EHM001+2520;OP22
269;20241029.040;0;0;DIR001+2520;OP22
263;20241029.027;0;0;DIR001+2520;OP22
262;20241029.026;0;0;DIR001+2520;OP22
248;20241029.008;0;0;XIM001+2485;OP22
247;20241029.005;0;0;XIM001+2485;OP22
246;20241029.004;0;0;XIM001+2485;OP22
244;20241024.078;0;0;EIM000+2520;OP22
243;20241024.077;0;0;EIM000+2520;OP22
242;20241024.076;0;0;EIM000+2520;OP22
241;20241024.075;0;0;EIM000+2520;OP22
240;20241024.074;0;0;EIM000+2520;OP22
239;20241024.073;0;0;EIM000+2520;OP22
238;20241024.072;0;0;EIM000+2520;OP22
237;20241024.071;0;0;EIM000+2520;OP22
236;20241024.070;0;0;EIM000+2520;OP22
235;20241024.069;0;0;EIM000+2520;OP22
234;20241024.068;0;0;EIM000+2520;OP22
233;20241024.067;0;0;EIM000+2520;OP22
232;20241024.066;0;0;EIM000+2520;OP22
231;20241024.065;0;0;EIM000+2520;OP22
230;20241024.063;0;0;EIM000+2520;OP22
229;20241024.062;0;0;EIM000+2520;OP22
228;20241024.061;0;0;EIM000+2520;OP22
227;20241024.060;0;0;EIM000+2520;OP22
226;20241024.058;0;0;EIM000+2520;OP22
225;20241024.057;0;0;EIM000+2520;OP22
224;20241024.056;0;0;EIM000+2520;OP22
223;20241024.055;0;0;EIM000+2520;OP22
222;20241024.054;0;0;EIM000+2520;OP22
221;20241024.053;0;0;EIM000+2520;OP22
220;20241024.052;0;0;EIM000+2520;OP22
219;20241024.051;0;0;EIM000+2520;OP22
218;20241024.046;0;0;EIM000+2520;OP22
217;20241024.044;0;0;EIM000+2520;OP22
216;20241024.041;0;0;EIM000+2520;OP22
215;20241024.040;0;0;EIM000+2520;OP22
214;20241024.039;0;0;EIM000+2520;OP22
213;20241024.038;0;0;EIM000+2520;OP22
212;20241024.037;0;0;EIM000+2520;OP22
211;20241024.036;0;0;EIM000+2520;OP22
210;20241024.035;0;0;EIM000+2520;OP22
207;20241024.032;0;0;EIM000+2520;OP22
202;20241024.022;0;0;EIM000+2520;OP22
201;20241024.021;0;0;EIM000+2520;OP22
200;20241024.020;0;0;EIM000+2520;OP22
198;20241024.018;0;0;EIM000+2520;OP22
197;20241024.017;0;0;EIM000+2520;OP22
196;20241024.015;0;0;EIM000+2520;OP22
195;20241024.006;0;0;EIM000+2520;OP22
194;20241023.086;0;0;EIM000+2520;OP22
193;20241023.085;0;0;EIM000+2520;OP22
192;20241023.084;0;0;EIM000+2520;OP22
191;20241023.077;0;0;EIM000+2520;OP22
190;20241023.076;0;0;EIM000+2520;OP22
189;20241023.074;0;0;EIM000+2520;OP22
188;20241023.073;0;0;EIM000+2520;OP22
186;20241023.070;0;0;EIM000+2520;OP22
185;20241023.068;0;0;EIM000+2520;OP22
183;20241023.066;0;0;EIM000+2520;OP22
182;20241023.065;0;0;EIM000+2520;OP22
176;20241023.059;0;0;EIM000+2520;OP22
175;20241023.058;0;0;EIM000+2520;OP22
174;20241023.054;0;0;EIM000+2520;OP22
173;20241023.052;0;0;EIM000+2520;OP22
172;20241023.050;0;0;EIM000+2520;OP22
