;LP;campaign;configuration;dischargeID;plunge;V_limit_failure;V_limit_failure_yn;V_limit_change;R_limit_failure;R_limit_failure_yn;numberOfFailureIndicators;ne;std_ne;Te;std_Te
561;50209;OP23;DBM000+2520;20250401.065;6.4;0.14953271028037382;True;True;0.14607532558958114;True;3;8.6e+18;3e+16;27.5;0.24
472;50209;OP22;KJM008+2520;20241017.050;3.0;0.27380952380952384;True;True;0.146040849179998;True;3;;;;
551;50209;OP23;DBM000+2520;20250401.049;2.9;0.22580645161290322;True;True;0.14570667738531878;True;3;;;;
26;50209;OP22;DBM000+2520;20241106.042;1.0;0.10204081632653061;True;True;0.14358974358974358;True;3;;;;
13;50209;OP22;DBM000+2520;20241106.057;3.7;0.1262135922330097;True;True;0.14353946706887882;True;3;5.79e+18;3e+16;23.11;0.24
510;50209;OP23;DBM000+2520;20250401.076;7.5;0.10576923076923077;True;True;0.1435322507666784;True;3;7.55e+18;3e+16;26.74;0.24
501;50209;OP23;DBM000+2520;20250401.070;9.5;0.044444444444444446;True;True;0.1434966301176944;True;3;6.43e+18;9e+16;7.4;0.2
1;50209;OP22;DBM000+2520;20241106.052;2.7;0.1694915254237288;True;True;0.1434964050480165;True;3;6.98e+18;5e+16;25.01;0.39
579;50209;OP23;DBM000+2520;20250401.060;13.4;0.03409090909090909;True;True;0.14106882509677743;True;3;4.400000000000001e+18;2e+16;18.66;0.16
18;50209;OP22;DBM000+2520;20241106.056;3.7;0.09574468085106383;True;True;0.13854360626037945;True;3;6.5e+18;4e+16;21.63;0.31
16;50209;OP22;DBM000+2520;20241106.058;6.7;0.09375;True;True;0.13605271099486974;True;3;;;;
457;50209;OP22;KJM008+2520;20241016.078;4.0;0.10843373493975904;True;True;0.13603218506411868;True;3;;;;
564;50209;OP23;DBM000+2520;20250401.074;2.9;0.27611940298507465;True;True;0.13597747951540742;True;3;8.67e+18;4e+16;33.96;0.39
24;50209;OP22;DBM000+2520;20241106.043;4.7;0.22;True;True;0.13563068267443612;True;3;;;;
545;50209;OP23;DBM000+2520;20250401.053;2.9;0.34415584415584416;True;True;0.1334807518343552;True;3;1.045e+19;6e+16;32.06;0.44
3;50209;OP22;DBM000+2520;20241106.051;2.7;0.04395604395604396;True;True;0.1333869832008852;True;3;4.42e+18;2e+16;20.33;0.18
473;50209;OP22;KJM008+2520;20241017.050;5.0;0.1590909090909091;True;True;0.1309900940312767;True;3;;;;
412;50209;OP22;KJM008+2520;20241016.074;4.0;0.09523809523809523;True;True;0.13089848073246804;True;3;;;;
460;50209;OP22;KJM008+2520;20241016.071;4.0;0.0975609756097561;True;True;0.13087872843418338;True;3;;;;
563;50209;OP23;DBM000+2520;20250401.065;13.4;0.1440677966101695;True;True;0.13083266291230894;True;3;9.14e+18;4e+16;25.33;0.25
463;50209;OP22;KJM008+2520;20241016.063;4.0;0.07142857142857142;True;True;0.12843852149861704;True;3;;;;
562;50209;OP23;DBM000+2520;20250401.065;9.9;0.18699186991869918;True;True;0.12593823988715933;True;3;9.32e+18;4e+16;27.81;0.27
547;50209;OP23;DBM000+2520;20250401.053;9.9;0.175;True;True;0.12342201881003872;True;3;9.17e+18;5e+16;27.59;0.36
509;50209;OP23;DBM000+2520;20250401.076;6.0;0.125;True;True;0.12336486214530086;True;3;8.08e+18;3e+16;27.8;0.25
32;50209;OP22;DBM000+2520;20241106.050;2.7;0.12380952380952381;True;True;0.12335997587090937;True;3;6.58e+18;4e+16;31.91;0.44
20;50209;OP22;DBM000+2520;20241106.054;0.7;0.12121212121212122;True;True;0.11840120663650075;True;3;5.56e+18;3e+16;26.56;0.33
22;50209;OP22;DBM000+2520;20241106.054;6.7;0.0851063829787234;True;True;0.11831255028157683;True;3;4.56e+18;3e+16;21.62;0.31
582;50209;OP23;DBM000+2520;20250401.057;7.0;0.043010752688172046;True;True;0.11087655810213108;True;3;4.320000000000001e+18;2e+16;27.77;0.34
365;50209;OP22;KJM008+2520;20241001.060;1.0;0.033707865168539325;True;True;0.10815023379757654;True;3;3.55e+18;1e+16;7.43;0.05
576;50209;OP23;DBM000+2520;20250401.060;2.9;0.09473684210526316;True;True;0.10321769733534439;True;3;4.71e+18;3e+16;29.49;0.36
33;50209;OP22;DBM000+2520;20241106.050;6.7;0.05319148936170213;True;True;0.10300472314340267;True;3;5.85e+18;5e+16;26.57;0.43
583;50209;OP23;DBM000+2520;20250401.057;10.0;0.04395604395604396;True;True;0.10064379841062267;True;3;3.5e+18;1e+16;28.63;0.2
359;50209;OP22;KJM008+2520;20241120.029;10.6;0.047619047619047616;True;True;0.09549658222758343;True;3;;;;
2;50209;OP22;DBM000+2520;20241106.052;6.7;0.09090909090909091;True;True;0.0881287726358149;True;3;4.190000000000001e+18;2e+16;22.12;0.24
577;50209;OP23;DBM000+2520;20250401.060;6.4;0.0625;True;True;0.08315318485747322;True;3;5.3e+18;2e+16;28.9;0.27
573;50209;OP23;DBM000+2520;20250401.058;1.0;0.043010752688172046;True;True;0.0830945558739255;True;3;3.85e+18;2e+16;32.87;0.29
21;50209;OP22;DBM000+2520;20241106.054;3.7;0.09183673469387756;True;True;0.08047884915245712;True;3;4.56e+18;3e+16;25.95;0.4
10;50209;OP22;DBM000+2520;20241106.053;12.7;0.1262135922330097;True;True;0.07798349768565103;True;3;3.73e+18;3e+16;21.1;0.38
11;50209;OP22;DBM000+2520;20241106.053;14.7;0.10101010101010101;True;True;0.07557320997586485;True;3;4.74e+18;4e+16;21.32;0.36
19;50209;OP22;DBM000+2520;20241106.056;6.7;0.07526881720430108;True;True;0.0755267260019108;True;3;4.34e+18;3e+16;21.98;0.33
552;50209;OP23;DBM000+2520;20250401.049;6.4;0.05263157894736842;True;True;0.0730444399758697;True;3;;;;
523;50209;OP23;DBM000+2520;20250401.075;2.9;0.09803921568627451;True;True;0.07057699079430554;True;3;6.72e+18;5e+16;30.87;0.47
6;50209;OP22;DBM000+2520;20241106.055;3.7;0.15315315315315314;True;True;0.07057404242485171;True;3;5.7e+18;4e+16;32.51;0.57
7;50209;OP22;DBM000+2520;20241106.055;6.7;0.16216216216216217;True;True;0.06280775801426992;True;3;4.92e+18;4e+16;32.12;0.62
548;50209;OP23;DBM000+2520;20250401.053;13.4;0.053763440860215055;True;True;0.0528062764031382;True;3;4.78e+18;3e+16;25.15;0.32
