;LP;campaign;configuration;dischargeID;plunge;V_limit_failure;V_limit_failure_yn;V_limit_change;R_limit_failure;R_limit_failure_yn;numberOfFailureIndicators;ne;std_ne;Te;std_Te
1966;50209;OP22;EIM000+2520;20241105.064;11.8;1.0;False;True;0.7505784126345438;False;3;;;;
1150;50209;OP22;EIM000+2520;20241106.017;1.0;1.0;False;True;0.7505030181086519;False;3;;;;
1215;50209;OP22;EIM000+2520;20241106.019;23.0;1.0;False;True;0.7487823248807431;False;3;;;;
1359;50209;OP22;EIM000+2520;20241106.022;23.0;1.0;False;True;0.7481649069884364;False;3;;;;
1323;50209;OP22;EIM000+2520;20241106.023;11.0;1.0;False;True;0.7480900683554483;False;3;9.8841e+20;2.6249e+20;65.41;
1348;50209;OP22;EIM000+2520;20241106.022;1.0;1.0;False;True;0.7480132783422191;False;3;;;;
1335;50209;OP22;EIM000+2520;20241106.025;5.0;1.0;False;True;0.7455972627553588;False;3;;;;
1357;50209;OP22;EIM000+2520;20241106.022;19.0;1.0;False;True;0.7455871259743525;False;3;;;;
1158;50209;OP22;EIM000+2520;20241106.015;5.0;1.0;False;True;0.7455633200945151;False;3;;;;
1356;50209;OP22;EIM000+2520;20241106.022;17.0;1.0;False;True;0.7455496329075731;False;3;;;;
1336;50209;OP22;EIM000+2520;20241106.025;7.0;1.0;False;True;0.7454874553773443;False;3;;;;
1163;50209;OP22;EIM000+2520;20241106.016;3.0;1.0;False;True;0.7432262604936409;False;3;;;;
1242;50209;OP22;EIM000+2520;20241106.027;25.0;1.0;False;True;0.7430094548380608;False;3;;;;
1343;50209;OP22;EIM000+2520;20241106.025;21.0;1.0;False;True;0.7406327013026204;False;3;;;;
1322;50209;OP22;EIM000+2520;20241106.023;9.0;1.0;False;True;0.7404334489867753;False;3;2.4431e+20;1.0019e+20;45.09;
1328;50209;OP22;EIM000+2520;20241106.023;21.0;1.0;False;True;0.7403962188254224;False;3;;;;
1168;50209;OP22;EIM000+2520;20241106.018;1.0;1.0;False;True;0.7381467142641661;False;3;;;;
1340;50209;OP22;EIM000+2520;20241106.025;15.0;1.0;False;True;0.7381335478680612;False;3;;;;
1212;50209;OP22;EIM000+2520;20241106.019;17.0;1.0;False;True;0.7379778672032193;False;3;;;;
1362;50209;OP22;EIM000+2520;20241106.022;29.0;1.0;False;True;0.737847484039612;False;3;;;;
1326;50209;OP22;EIM000+2520;20241106.023;17.0;1.0;False;True;0.7357124905755215;False;3;;;;
1327;50209;OP22;EIM000+2520;20241106.023;19.0;1.0;False;True;0.7355189058728882;False;3;;;;
1794;50209;OP22;EIM000+2520;20241105.060;8.82;1.0;False;True;0.7354984894259818;False;3;;;;
1165;50209;OP22;EIM000+2520;20241106.016;7.0;1.0;False;True;0.7353651176825589;False;3;;;;
1919;50209;OP22;EIM000+2520;20241105.029;14.7;0.75;False;True;0.7343962178745662;False;3;4.0877e+20;1.006e+19;200.0;10.38
1977;50209;OP22;EIM000+2520;20241105.065;9.8;1.0;False;True;0.7330516998591833;False;3;0.0;;3.33;
1210;50209;OP22;EIM000+2520;20241106.019;13.0;1.0;False;True;0.7328305681246857;False;3;;;;
1351;50209;OP22;EIM000+2520;20241106.022;7.0;1.0;False;True;0.7306725645923394;False;3;;;;
1347;50209;OP22;EIM000+2520;20241106.025;29.0;1.0;False;True;0.7306473517428701;False;3;;;;
1341;50209;OP22;EIM000+2520;20241106.025;17.0;1.0;False;True;0.7305082189714975;False;3;;;;
1353;50209;OP22;EIM000+2520;20241106.022;11.0;1.0;False;True;0.7303997988433493;False;3;;;;
1325;50209;OP22;EIM000+2520;20241106.023;15.0;1.0;False;True;0.7280767877782803;False;3;;;;
1170;50209;OP22;EIM000+2520;20241106.018;5.0;1.0;False;True;0.7280498843407422;False;3;;;;
1337;50209;OP22;EIM000+2520;20241106.025;9.0;1.0;False;True;0.7255079460873064;False;3;;;;
1209;50209;OP22;EIM000+2520;20241106.019;11.0;1.0;False;True;0.7253205934121197;False;3;;;;
1344;50209;OP22;EIM000+2520;20241106.025;23.0;1.0;False;True;0.7229236883143015;False;3;;;;
1346;50209;OP22;EIM000+2520;20241106.025;27.0;1.0;False;True;0.7204144243826385;False;3;;;;
1403;50209;OP22;EIM000+2520;20241128.064;7.0;1.0;False;True;0.717948717948718;False;3;;;;
1329;50209;OP22;EIM000+2520;20241106.023;23.0;1.0;False;True;0.7178571428571429;False;3;1e+21;6.612999999999999e+19;16.0;
1211;50209;OP22;EIM000+2520;20241106.019;15.0;1.0;False;True;0.7178068410462777;False;3;;;;
1339;50209;OP22;EIM000+2520;20241106.025;13.0;1.0;False;True;0.71545614475999;False;3;;;;
1331;50209;OP22;EIM000+2520;20241106.023;27.0;1.0;False;True;0.7153563704039032;False;3;1.9799e+20;5.816e+19;50.66;
1330;50209;OP22;EIM000+2520;20241106.023;25.0;1.0;False;True;0.715334708042046;False;3;;;;
1159;50209;OP22;EIM000+2520;20241106.015;7.0;1.0;False;True;0.7128986819599558;False;3;;;;
1160;50209;OP22;EIM000+2520;20241106.015;9.0;1.0;False;True;0.7104283990345938;False;3;;;;
1190;50209;OP22;EIM000+2520;20241106.021;3.0;1.0;False;True;0.7076946273307534;False;3;;;;
1345;50209;OP22;EIM000+2520;20241106.025;25.0;1.0;False;True;0.7027706541962085;False;3;;;;
1332;50209;OP22;EIM000+2520;20241106.023;29.0;1.0;False;True;0.695267313785646;False;3;;;;
