;configuration;dischargeID;duration;duration_planned;durationHeating;frad;HHeRatio;overviewTable
0;FNM002+2520;20241127.075;0.312;6.001;0.14756;;0.0025998134608927518;results/calculationTables/results_20241127.075.csv
1;FNM002+2520;20241127.078;25.12;25.001;24.99752;;0.0017560913237196372;results/calculationTables/results_20241127.078.csv
2;FNM002+2520;20241127.079;50.12;50.001;49.9978;;0.0017479453575897797;results/calculationTables/results_20241127.079.csv
3;FNM002+2520;20241127.080;50.12;50.001;49.9986;;0.0017462303975724733;results/calculationTables/results_20241127.080.csv
4;FNM002+2520;20241127.081;50.12;50.001;49.99804;;0.0017457169522787778;results/calculationTables/results_20241127.081.csv
5;FNM002+2520;20241127.076;6.12;6.001;5.9978;;0.0017733939637362096;results/calculationTables/results_20241127.076.csv
