;LP;campaign;configuration;dischargeID;plunge;V_limit_failure;V_limit_failure_yn;V_limit_change;R_limit_failure;R_limit_failure_yn;numberOfFailureIndicators;Failed;ne;std_ne;Te;std_Te
1499;51222;OP23;DBM000-2520;20250226.052;4.5;0.52;True;True;0.1410533729060818;True;3;True;;;;
1253;51222;OP23;DBM000+2520;20250401.070;6.0;0.5230769230769231;True;True;0.14101146189422883;True;3;True;5.193e+19;2.5e+17;12.74;0.13
3049;51222;OP23;KJM008-2620;20250319.026;5.0;0.26595744680851063;True;True;0.14101016198812757;True;3;True;;;;
1512;51222;OP23;DBM000-2520;20250226.064;5.5;0.7070707070707071;True;True;0.14100437339767757;True;3;True;5.124e+19;1e+17;11.38;0.03
1492;51222;OP23;DBM000-2520;20250226.051;4.5;0.5673076923076923;True;True;0.1407035175879397;True;3;True;;;;
1277;51222;OP23;DBM000+2520;20250401.080;7.0;0.6396396396396397;True;True;0.13857602574416733;True;3;True;5.154e+19;2.5e+17;12.07;0.12
1510;51222;OP23;DBM000-2520;20250226.064;3.25;0.7739130434782608;True;True;0.13856905827341748;True;3;True;5.19e+19;1.4000000000000002e+17;12.65;0.05
1503;51222;OP23;DBM000-2520;20250226.050;4.5;0.7339449541284404;True;True;0.13853270981042892;True;3;True;;;;
1509;51222;OP23;DBM000-2520;20250226.064;1.25;0.6774193548387096;True;True;0.1385048514403499;True;3;True;4.798e+19;1.3e+17;12.97;0.05
1513;51222;OP23;DBM000-2520;20250226.064;7.0;0.5913978494623656;True;True;0.13607563109725435;True;3;True;4.019e+19;5e+16;10.54;0.02
1256;51222;OP23;DBM000+2520;20250401.069;2.0;0.5;True;True;0.13606639839034204;True;3;True;4.496e+19;2e+17;13.8;0.13
885;51222;OP22;EIM000+2614;20241203.064;7.0;0.35789473684210527;True;True;0.13605955434837283;True;3;True;1.147e+19;6.5e+17;8.0;0.93
1502;51222;OP23;DBM000-2520;20250226.050;3.25;0.6785714285714286;True;True;0.13603698678325543;True;3;True;;;;
1531;51222;OP23;DBM000-2520;20250226.072;9.25;0.47191011235955055;True;True;0.13600482678867715;True;3;True;3.303e+19;4e+16;9.37;0.02
1251;51222;OP23;DBM000+2520;20250401.070;2.0;0.6062992125984252;True;True;0.13599115177718565;True;3;True;5.557e+19;2.7000000000000003e+17;12.98;0.13
1491;51222;OP23;DBM000-2520;20250226.051;3.25;0.6442307692307693;True;True;0.1335747334540334;True;3;True;;;;
1472;51222;OP23;DBM000-2520;20250226.044;3.25;0.5154639175257731;True;True;0.13353115727002968;True;3;True;;;;
1457;51222;OP23;DBM000-2520;20250226.034;6.85;0.5157894736842106;True;True;0.1335042992909941;True;3;True;;;;
1462;51222;OP23;DBM000-2520;20250226.037;3.85;0.6458333333333334;True;True;0.13349087435265725;True;3;True;;;;
1458;51222;OP23;DBM000-2520;20250226.034;9.85;0.5196078431372549;True;True;0.1334841628959276;True;3;True;;;;
1495;51222;OP23;DBM000-2520;20250226.051;9.25;0.41935483870967744;True;True;0.1334507042253521;True;3;True;;;;
1494;51222;OP23;DBM000-2520;20250226.051;7.0;0.5294117647058824;True;True;0.1334473049074819;True;3;True;;;;
1463;51222;OP23;DBM000-2520;20250226.036;1.85;0.5545454545454546;True;True;0.13344059530393684;True;3;True;;;;
1525;51222;OP23;DBM000-2520;20250226.062;10.85;0.6041666666666666;True;True;0.1310469677159811;True;3;True;4.976e+19;1.4000000000000002e+17;9.37;0.05
1519;51222;OP23;DBM000-2520;20250226.058;9.35;0.5376344086021505;True;True;0.13103378921962994;True;3;True;4.336e+19;9e+16;11.14;0.05
1461;51222;OP23;DBM000-2520;20250226.037;1.85;0.7064220183486238;True;True;0.1310056849625195;True;3;True;;;;
1520;51222;OP23;DBM000-2520;20250226.058;10.85;0.532608695652174;True;True;0.13097692191663735;True;3;True;4.718e+19;1.1e+17;11.29;0.05
1515;51222;OP23;DBM000-2520;20250226.064;10.55;0.44329896907216493;True;True;0.1309703368526898;True;3;True;3.241e+19;4e+16;9.39;0.01
1543;51222;OP23;DBM000-2520;20250226.068;10.85;0.3804347826086957;True;True;0.13093322606596944;True;3;True;3.28e+19;1e+17;7.09;0.02
1530;51222;OP23;DBM000-2520;20250226.072;7.0;0.4065934065934066;True;True;0.13090689724512367;True;3;True;3.915e+19;6e+16;10.22;0.02
1508;51222;OP23;DBM000-2520;20250226.060;1.25;0.6635514018691588;True;True;0.1284435954152423;True;3;True;4.263e+19;;13.25;
1365;51222;OP23;DBM000+2520;20250409.063;4.0;0.3879310344827586;True;True;0.128432062757719;True;3;True;;;;
1479;51222;OP23;DBM000-2520;20250226.038;1.85;0.22826086956521738;True;True;0.1283882323359316;True;3;True;3.119e+19;8e+16;11.1;0.05
1464;51222;OP23;DBM000-2520;20250226.036;3.85;0.7475728155339806;True;True;0.1281342646098186;True;3;True;;;;
1496;51222;OP23;DBM000-2520;20250226.051;10.55;0.5625;True;True;0.126005631536605;True;3;True;;;;
1480;51222;OP23;DBM000-2520;20250226.038;3.85;0.25263157894736843;True;True;0.12593672986973797;True;3;True;3.3060000000000004e+19;7.000000000000001e+16;12.04;0.05
1252;51222;OP23;DBM000+2520;20250401.070;4.0;0.5078125;True;True;0.1259363531245287;True;3;True;5.288e+19;2.7000000000000003e+17;13.64;0.15
1505;51222;OP23;DBM000-2520;20250226.050;7.0;0.34782608695652173;True;True;0.12593039629853148;True;3;True;;;;
1459;51222;OP23;DBM000-2520;20250226.034;12.0;0.375;True;True;0.12591139940664756;True;3;True;;;;
1466;51222;OP23;DBM000-2520;20250226.035;3.85;0.5212765957446809;True;True;0.12347974670821188;True;3;True;;;;
1455;51222;OP23;DBM000-2520;20250226.034;1.85;0.40217391304347827;True;True;0.12346610339971836;True;3;True;;;;
1487;51222;OP23;DBM000-2520;20250226.055;3.25;0.3010752688172043;True;True;0.1234344348875811;True;3;True;;;;
1511;51222;OP23;DBM000-2520;20250226.064;4.5;0.6915887850467289;True;True;0.1234164488236477;True;3;True;1.012e+19;8.4e+17;4.04;0.36
1474;51222;OP23;DBM000-2520;20250226.041;3.85;0.32954545454545453;True;True;0.1209211121725577;True;3;True;2.656e+19;;10.31;
1460;51222;OP23;DBM000-2520;20250226.034;14.0;0.35353535353535354;True;True;0.12085260406193445;True;3;True;;;;
1476;51222;OP23;DBM000-2520;20250226.040;3.85;0.4943820224719101;True;True;0.11841641933698878;True;3;True;;;;
1057;51222;OP22;FMM002+2620;20241126.065;6.0;0.06315789473684211;True;True;0.11838398068021735;True;3;True;;;;
1524;51222;OP23;DBM000-2520;20250226.062;9.35;0.2871287128712871;True;True;0.11585825584317667;True;3;True;3.444e+19;9e+16;9.17;0.04
1523;51222;OP23;DBM000-2520;20250226.062;7.85;0.46236559139784944;True;True;0.11583341716125138;True;3;True;4.77e+19;1.1e+17;11.97;0.06
916;51222;OP22;EIM000+2614;20241205.081;13.59;0.020202020202020204;True;True;0.11556426096127768;True;3;True;;;;
1469;51222;OP23;DBM000-2520;20250226.042;1.25;0.3917525773195876;True;True;0.11345805672902837;True;3;True;;;;
2210;51222;OP23;EIM000-2620;20250313.044;1.4;0.23711340206185566;True;True;0.11337355455002514;True;3;True;;;;
1301;51222;OP23;DBM000+2520;20250401.066;6.4;0.2540983606557377;True;True;0.11335645704519177;True;3;True;3.863e+19;1.7e+17;17.32;0.16
1273;51222;OP23;DBM000+2520;20250401.077;7.0;0.29310344827586204;True;True;0.1133279726605689;True;3;True;3.744e+19;2.3e+17;12.73;0.16
1049;51222;OP22;FMM002+2620;20241204.072;7.5;0.011494252873563218;True;True;0.11087098557571493;True;3;True;;;;
1456;51222;OP23;DBM000-2520;20250226.034;3.85;0.3263157894736842;True;True;0.11085972850678733;True;3;True;;;;
2208;51222;OP23;EIM000-2620;20250313.046;1.4;0.09782608695652174;True;True;0.10835134999245814;True;3;True;;;;
1364;51222;OP23;DBM000+2520;20250409.063;1.0;0.17142857142857143;True;True;0.10829018148911568;True;3;True;;;;
1290;51222;OP23;DBM000+2520;20250401.050;6.4;0.26229508196721313;True;True;0.10580016083634901;True;3;True;3.304e+19;1.3e+17;17.98;0.15
1369;51222;OP23;DBM000+2520;20250409.063;16.0;0.3050847457627119;True;True;0.10552233556102708;True;3;True;;;;
3174;51222;OP23;KKM009-2600;20250320.022;5.0;0.15217391304347827;True;True;0.10328355206919093;True;3;True;;;;
1382;51222;OP23;DBM000+2520;20250409.058;7.0;0.09;True;True;0.1032575909913533;True;3;True;;;;
1533;51222;OP23;DBM000-2520;20250226.070;1.0;0.35714285714285715;True;True;0.10081456154465004;True;3;True;;;;
1367;51222;OP23;DBM000+2520;20250409.063;10.0;0.30578512396694213;True;True;0.10079935649288622;True;3;True;;;;
1272;51222;OP23;DBM000+2520;20250401.077;4.0;0.17475728155339806;True;True;0.10075921363567801;True;3;True;2.998e+19;1.6e+17;10.38;0.11
905;51222;OP22;EIM000+2614;20241205.078;9.5;0.052083333333333336;True;True;0.10071906270427917;True;3;True;;;;
1381;51222;OP23;DBM000+2520;20250409.058;4.0;0.17475728155339806;True;True;0.09830627732824043;True;3;True;;;;
151;51222;OP22;DIR001+2520;20241029.037;10.7;0.02247191011235955;True;True;0.09825601849525054;True;3;True;1.115e+19;5e+16;9.56;0.08
1518;51222;OP23;DBM000-2520;20250226.058;7.85;0.15151515151515152;True;True;0.09825020112630732;True;3;True;3.68e+19;9e+16;14.13;0.07
1380;51222;OP23;DBM000+2520;20250409.058;1.0;0.1320754716981132;True;True;0.0931858184561227;True;3;True;;;;
1268;51222;OP23;DBM000+2520;20250401.083;8.0;0.03571428571428571;True;True;0.09306651918145709;True;3;True;1.793e+19;1e+17;9.57;0.11
1465;51222;OP23;DBM000-2520;20250226.035;1.85;0.19230769230769232;True;True;0.09072631314400603;True;3;True;;;;
1274;51222;OP23;DBM000+2520;20250401.077;9.0;0.056179775280898875;True;True;0.09069884364002011;True;3;True;2.969e+19;1.7e+17;9.89;0.11
1276;51222;OP23;DBM000+2520;20250401.080;4.0;0.07216494845360824;True;True;0.09064842295890135;True;3;True;3.106e+19;1.4000000000000002e+17;11.62;0.1
1522;51222;OP23;DBM000-2520;20250226.062;4.85;0.11458333333333333;True;True;0.08818945145557847;True;3;True;3.348e+19;1.2e+17;14.94;0.11
1452;51222;OP23;DBM000-2520;20250226.074;4.85;0.46846846846846846;True;True;0.08554913294797688;True;3;True;5.857e+19;2e+17;11.02;0.08
67;51222;OP22;DBM000+2520;20241106.043;1.0;0.1509433962264151;True;True;0.08318245825789579;True;3;True;;;;
3045;51222;OP23;KJM008-2620;20250319.024;3.0;0.10101010101010101;True;True;0.08298963886932904;True;3;True;;;;
3147;51222;OP23;KJM008-2620;20250311.082;4.0;0.07216494845360824;True;True;0.08062732482155424;True;3;True;;;;
1318;51222;OP23;DBM000+2520;20250401.086;4.0;0.0449438202247191;True;True;0.08061352778476238;True;3;True;2.831e+19;1.2e+17;11.82;0.1
1320;51222;OP23;DBM000+2520;20250401.086;9.0;0.10752688172043011;True;True;0.08056729028364513;True;3;True;3.094e+19;1.6e+17;12.12;0.12
1275;51222;OP23;DBM000+2520;20250401.080;1.0;0.046511627906976744;True;True;0.08047480132783422;True;3;True;2.699e+19;1.7e+17;11.79;0.15
3046;51222;OP23;KJM008-2620;20250319.024;5.0;0.16161616161616163;True;True;0.07816508223932397;True;3;True;;;;
915;51222;OP22;EIM000+2614;20241205.081;9.5;0.019230769230769232;True;True;0.0781603417944207;True;3;True;;;;
71;51222;OP22;DBM000+2520;20241106.046;1.0;0.07216494845360824;True;True;0.07809514231117369;True;3;True;;;;
1475;51222;OP23;DBM000-2520;20250226.040;1.85;0.03225806451612903;True;True;0.07805270569301952;True;3;True;;;;
1386;51222;OP23;DBM000+2520;20250409.057;7.0;0.041666666666666664;True;True;0.07802523754461817;True;3;True;;;;
1425;51222;OP23;DBM000+2520;20250409.032;1.0;0.11320754716981132;True;True;0.07549635586830862;True;3;True;;;;
1373;51222;OP23;DBM000+2520;20250409.063;28.0;0.29464285714285715;True;True;0.07296957505657531;True;3;True;;;;
1383;51222;OP23;DBM000+2520;20250409.058;10.0;0.010638297872340425;True;True;0.0704444891391794;True;3;True;;;;
1371;51222;OP23;DBM000+2520;20250409.063;22.0;0.23809523809523808;True;True;0.06563803588480675;True;3;True;;;;
3106;51222;OP23;KJM008-2620;20250305.068;1.9;0.08695652173913043;True;True;0.06553666633135499;True;3;True;;;;
1532;51222;OP23;DBM000-2520;20250226.072;10.55;0.041237113402061855;True;True;0.06055424231755771;True;3;True;1.872e+19;8e+16;7.96;0.03
1250;51222;OP23;DBM000+2520;20250401.063;9.5;0.21495327102803738;True;True;0.06042767295597484;True;3;True;3.36e+19;2e+17;16.49;0.2
904;51222;OP22;EIM000+2614;20241205.078;5.5;0.0673076923076923;True;True;0.06026819346090101;True;3;True;;;;
1437;51222;OP23;DBM000+2520;20250409.033;7.0;0.0425531914893617;True;True;0.058024939662107804;True;3;True;;;;
1278;51222;OP23;DBM000+2520;20250401.080;9.0;0.0967741935483871;True;True;0.05800160836349015;True;3;True;2.174e+19;1.3e+17;12.88;0.15
1435;51222;OP23;DBM000+2520;20250409.033;1.0;0.03125;True;True;0.0579476861167002;True;3;True;;;;
1317;51222;OP23;DBM000+2520;20250401.086;1.0;0.052083333333333336;True;True;0.0554158704616313;True;3;True;2.508e+19;1.6e+17;12.38;0.17
1426;51222;OP23;DBM000+2520;20250409.032;4.0;0.14;True;True;0.05540751168987883;True;3;True;;;;
1535;51222;OP23;DBM000-2520;20250226.066;4.85;0.1926605504587156;True;True;0.055348883973456664;True;3;True;3.593e+19;2.2e+17;14.97;0.18
1343;51222;OP23;DBM000+2520;20250409.062;4.0;0.07291666666666667;True;True;0.05531807895398542;True;3;True;;;;
1375;51222;OP23;DBM000+2520;20250409.063;34.0;0.09090909090909091;True;True;0.050379606817839005;True;3;True;;;;
68;51222;OP22;DBM000+2520;20241106.044;1.0;0.21138211382113822;True;True;0.05033472592741733;True;3;True;;;;
1427;51222;OP23;DBM000+2520;20250409.032;7.0;0.11224489795918367;True;True;0.050324267256548184;True;3;True;;;;
1366;51222;OP23;DBM000+2520;20250409.063;7.0;0.14583333333333334;True;True;0.050248731219536706;True;3;True;;;;
1397;51222;OP23;DBM000+2520;20250409.043;1.0;0.06;True;True;0.04532877194747698;True;3;True;;;;
1540;51222;OP23;DBM000-2520;20250226.068;4.85;0.25;True;True;0.04531965192897742;True;3;True;2.967e+19;1.1e+17;15.51;0.12
1517;51222;OP23;DBM000-2520;20250226.058;4.85;0.04395604395604396;True;True;0.04288371625358202;True;3;True;2.85e+19;9e+16;17.28;0.1
1542;51222;OP23;DBM000-2520;20250226.068;9.35;0.043478260869565216;True;True;0.042800382236081076;True;3;True;1.517e+19;1.2e+17;7.29;0.05
1411;51222;OP23;DBM000+2520;20250409.031;1.0;0.22033898305084745;True;True;0.04277456647398844;True;3;True;;;;
1245;51222;OP23;DBM000+2520;20250401.068;9.5;0.11650485436893204;True;True;0.04024752226191075;True;3;True;2.769e+19;1.5e+17;20.71;0.24
1539;51222;OP23;DBM000-2520;20250226.068;1.85;0.32989690721649484;True;True;0.04020100502512563;True;3;True;3.101e+19;2.5e+17;26.29;0.43
3127;51222;OP23;KJM008-2620;20250305.059;8.9;0.03296703296703297;True;True;0.037804142368791475;True;3;True;;;;
1282;51222;OP23;DBM000+2520;20250401.081;1.0;0.043010752688172046;True;True;0.0377633630009554;True;3;True;2.39e+19;1.4000000000000002e+17;17.23;0.21
1374;51222;OP23;DBM000+2520;20250409.063;32.0;0.08333333333333333;True;True;0.037755768940726964;True;3;True;;;;
972;51222;OP22;FLM000+2520;20241127.063;1.0;0.011764705882352941;True;True;0.037703599436959584;True;3;True;;;;
1412;51222;OP23;DBM000+2520;20250409.031;4.0;0.17857142857142858;True;True;0.03529411764705882;True;3;True;;;;
911;51222;OP22;EIM000+2614;20241205.080;9.5;0.010638297872340425;True;True;0.03268138166825884;True;3;True;;;;
1385;51222;OP23;DBM000+2520;20250409.057;4.0;0.03225806451612903;True;True;0.03266003416742036;True;3;True;;;;
1321;51222;OP23;DBM000+2520;20250409.017;1.0;0.10204081632653061;True;True;0.030226826937584873;True;3;True;;;;
1387;51222;OP23;DBM000+2520;20250409.057;10.0;0.031914893617021274;True;True;0.030208595124403118;True;3;True;;;;
2961;51222;OP23;KJM008+2620;20250402.094;5.0;0.02608695652173913;True;True;0.030164395957970942;True;3;True;;;;
3182;51222;OP23;KKM009-2600;20250320.029;7.0;0.1348314606741573;True;True;0.03015984719010757;True;3;True;;;;
1280;51222;OP23;DBM000+2520;20250401.084;1.0;0.08849557522123894;True;True;0.027747059414898963;True;3;True;2.449e+19;1.6e+17;25.53;0.37
1304;51222;OP23;DBM000+2520;20250401.061;2.9;0.0625;True;True;0.025184738350173427;True;3;True;1.773e+19;1.1e+17;17.09;0.23
1264;51222;OP23;DBM000+2520;20250401.076;13.0;0.06666666666666667;True;True;0.025153435959352047;True;3;True;2.775e+19;1.4000000000000002e+17;15.27;0.16
1266;51222;OP23;DBM000+2520;20250401.072;7.5;0.08247422680412371;True;True;0.0251407884151247;True;3;True;1.567e+19;9e+16;12.1;0.14
1467;51222;OP23;DBM000-2520;20250226.033;1.0;0.03125;True;True;0.025134469411350727;True;3;True;;;;
1413;51222;OP23;DBM000+2520;20250409.031;7.0;0.08791208791208792;True;True;0.020208113406725983;True;3;True;;;;
928;51222;OP22;EJM008+2520;20241127.055;1.0;0.011764705882352941;True;True;0.02016189853687968;True;3;True;;;;
1372;51222;OP23;DBM000+2520;20250409.063;25.0;0.04040404040404041;True;True;0.02011263073209976;True;3;True;;;;
70;51222;OP22;DBM000+2520;20241106.045;1.0;0.021739130434782608;True;True;0.02010757552908058;True;3;True;;;;
298;51222;OP22;EIM000+2520;20241127.048;4.87;0.1891891891891892;True;True;0.01780146836970733;True;3;True;;;;
1267;51222;OP23;DBM000+2520;20250401.072;9.0;0.02247191011235955;True;True;0.017595897642149715;True;3;True;2.155e+19;1.2e+17;10.73;0.12
1398;51222;OP23;DBM000+2520;20250409.043;4.0;0.03125;True;True;0.015189618750628709;True;3;True;;;;
1293;51222;OP23;DBM000+2520;20250401.045;2.9;0.10377358490566038;True;True;0.015130190007037298;True;3;True;;;;
1384;51222;OP23;DBM000+2520;20250409.057;1.0;0.13761467889908258;True;True;0.015079923595053784;True;3;True;;;;
1249;51222;OP23;DBM000+2520;20250401.063;8.0;0.11214953271028037;True;True;0.015077649896969393;True;3;True;2.471e+19;1.4000000000000002e+17;21.3;0.25
2241;51222;OP23;FMM002+1800;20250423.014;2.0;0.0970873786407767;True;True;0.012822446824558758;True;3;True;;;;
227;51222;OP22;ECM003+2520;20241106.037;1.0;0.07216494845360824;True;True;0.01266840941081842;True;3;True;;;;
1263;51222;OP23;DBM000+2520;20250401.076;11.0;0.050505050505050504;True;True;0.012625119460791711;True;3;True;2.874e+19;1.6e+17;17.37;0.2
973;51222;OP22;FLM000+2520;20241127.063;5.0;0.0425531914893617;True;True;0.012621945086995877;True;3;True;;;;
2209;51222;OP23;EIM000-2620;20250313.046;3.5;0.01020408163265306;True;True;0.01260293231572605;True;3;True;;;;
1052;51222;OP22;FMM002+2620;20241126.064;6.0;0.011494252873563218;True;True;0.012573555298496204;True;3;True;;;;
1451;51222;OP23;DBM000-2520;20250226.074;1.85;0.11363636363636363;True;True;0.012572290671360321;True;3;True;2.181e+19;1.1e+17;29.62;0.25
69;51222;OP22;DBM000+2520;20241106.042;1.0;0.041666666666666664;True;True;0.012572290671360321;True;3;True;;;;
1534;51222;OP23;DBM000-2520;20250226.066;1.85;0.2;True;True;0.012565339766787293;True;3;True;2.767e+19;1.6e+17;30.41;0.32
1265;51222;OP23;DBM000+2520;20250401.072;6.0;0.031578947368421054;True;True;0.010050756319413035;True;3;True;1.542e+19;8e+16;15.94;0.16
245;51222;OP22;EIM000+2520;20241127.009;8.87;0.09352517985611511;True;True;0.007695015842679676;True;3;True;3.29e+18;1.6e+17;60.01;9.27
248;51222;OP22;EIM000+2520;20241127.010;8.87;0.075;True;True;0.007695015842679676;True;3;True;;;;
1368;51222;OP23;DBM000+2520;20250409.063;13.0;0.10784313725490197;True;True;0.007640110580547877;True;3;True;;;;
149;51222;OP22;DIR001+2520;20241029.037;3.7;0.011764705882352941;True;True;0.00759175465057818;True;3;True;1.032e+19;5e+16;12.23;0.12
60;51222;OP22;DBM000+2520;20241106.058;3.7;0.10784313725490197;True;True;0.007544892108042855;True;3;True;;;;
1403;51222;OP23;DBM000+2520;20250409.042;4.0;0.05555555555555555;True;True;0.007544133179097722;True;3;True;;;;
1356;51222;OP23;DBM000+2520;20250409.047;1.0;0.020833333333333332;True;True;0.007543374402816193;True;3;True;;;;
1406;51222;OP23;DBM000+2520;20250409.042;13.0;0.031578947368421054;True;True;0.007542995071909886;True;3;True;;;;
1238;51222;OP23;DAM005+1800;20250408.035;2.8;0.07368421052631578;True;True;0.007542236524537409;True;3;True;;;;
1056;51222;OP22;FMM002+2620;20241126.068;6.0;0.02247191011235955;True;True;0.007539961797526892;True;3;True;;;;
733;51222;OP22;EIM000+2520;20240926.049;6.0;0.10317460317460317;True;True;0.007539582809751194;True;3;True;;;;
1370;51222;OP23;DBM000+2520;20250409.063;19.0;0.11;True;True;0.0075388249484846966;True;3;True;;;;
2240;51222;OP23;FMM002+1800;20250423.018;4.0;0.06896551724137931;True;True;0.007532767538793753;True;3;True;;;;
1477;51222;OP23;DBM000-2520;20250226.039;3.85;0.045454545454545456;True;True;0.0051297525648762825;True;3;True;;;;
1299;51222;OP23;DBM000+2520;20250401.065;13.4;0.0425531914893617;True;True;0.005078694624629155;True;3;True;1.54e+19;9e+16;21.69;0.26
1391;51222;OP23;DBM000+2520;20250409.048;10.0;0.06315789473684211;True;True;0.005076652425232471;True;3;True;;;;
2377;51222;OP23;FTM000-2620;20250327.025;5.5;0.07258064516129033;True;True;0.005028663381273258;True;3;True;;;;
1053;51222;OP22;FMM002+2620;20241126.061;6.0;0.022727272727272728;True;True;0.005026893882270145;True;3;True;;;;
970;51222;OP22;EKM006+2620;20241112.056;10.82;0.03409090909090909;True;True;0.005026388539834129;True;3;True;7.86e+18;3e+16;8.05;0.05
2372;51222;OP23;FTM000-2620;20250327.018;7.4;0.023809523809523808;True;True;0.005025883298989797;True;3;True;;;;
0;51222;OP22;AIM000+2520;20241211.024;1.0;0.011627906976744186;True;True;0.0025648762824381412;True;3;True;;;;
1305;51222;OP23;DBM000+2520;20250401.061;6.4;0.07766990291262135;True;True;0.002515217063232557;True;3;True;2.13e+19;1.3e+17;20.39;0.27
2373;51222;OP23;FTM000-2620;20250327.020;0.3999999999999999;0.04430379746835443;True;True;0.002515217063232557;True;3;True;;;;
1349;51222;OP23;DBM000+2520;20250409.054;10.0;0.03333333333333333;True;True;0.0025150905432595573;True;3;True;;;;
2376;51222;OP23;FTM000-2620;20250327.029;9.4;0.014598540145985401;True;True;0.0025150905432595573;True;3;True;;;;
1432;51222;OP23;DBM000+2520;20250409.030;4.0;0.011235955056179775;True;True;0.002514964036014285;True;3;True;;;;
1438;51222;OP23;DBM000+2520;20250409.028;1.0;0.08823529411764706;True;True;0.002514458134272064;True;3;True;;;;
1244;51222;OP23;DBM000+2520;20250401.068;8.0;0.05434782608695652;True;True;0.002514331690636629;True;3;True;2.015e+19;1.2e+17;28.14;0.38
1557;51222;OP23;ECM003+2520;20250409.007;7.0;0.023529411764705882;True;True;0.00251407884151247;True;3;True;;;;
3;51222;OP22;AIM000+2520;20241211.025;1.0;0.011111111111111112;True;True;0.0025139524360199106;True;3;True;5.12e+18;6e+16;9.82;0.21
1300;51222;OP23;DBM000+2520;20250401.066;2.9;0.1509433962264151;True;True;0.0025135732957973053;True;3;True;2.395e+19;1.4000000000000002e+17;24.17;0.3
1306;51222;OP23;DBM000+2520;20250401.061;9.9;0.033707865168539325;True;True;0.0025134469411350726;True;3;True;2.057e+19;1.3e+17;19.5;0.26
1347;51222;OP23;DBM000+2520;20250409.054;4.0;0.02127659574468085;True;True;0.002513320599175631;True;3;True;;;;
1388;51222;OP23;DBM000+2520;20250409.048;1.0;0.07407407407407407;True;True;0.00251281535832747;True;3;True;;;;
697;51222;OP22;EIM000+2520;20241203.007;3.1;1.0;True;True;0.0;False;2;True;0.0;0.0;1.0;0.53
698;51222;OP22;EIM000+2520;20241203.007;4.9;1.0;True;True;0.0;False;2;True;0.0;0.0;1.0;0.56
1097;51222;OP22;KJM008+2520;20241001.055;16.0;0.07407407407407407;True;True;0.0;False;2;True;0.0;0.0;10.67;19.04
709;51222;OP22;EIM000+2520;20241023.040;12.5;0.009345794392523364;True;True;0.0;False;2;True;2.48e+18;2e+16;3.57;0.04
113;51222;OP22;DIR001+2520;20241211.080;19.0;1.0;True;False;0.3769149630820232;True;2;True;0.0;2e+16;1.0;15.49
664;51222;OP22;EIM000+2520;20241212.064;10.0;0.4666666666666667;True;False;0.2317404426559356;True;2;True;0.0;1e+16;28.3;30.12
675;51222;OP22;EIM000+2520;20241212.060;1.0;0.5211267605633803;True;False;0.2110524993720171;True;2;True;0.0;0.0;99.78;412.17
598;51222;OP22;EIM000+2520;20241212.051;7.0;0.5347222222222222;True;False;0.2040231330148353;True;2;True;0.0;2e+16;34.33;87.95
653;51222;OP22;EIM000+2520;20241212.057;13.0;0.4567901234567901;True;False;0.1984625433351756;True;2;True;0.0;;3.33;
869;51222;OP22;EIM000+2614;20241112.081;10.82;0.0;False;False;0.05296514259846084;True;1;True;1e+19;3.81e+18;1.0;0.73
695;51222;OP22;EIM000+2520;20241023.042;3.5;0.0;False;False;0.035211267605633804;True;1;True;4.68e+18;6e+16;3.74;0.09
710;51222;OP22;EIM000+2520;20241023.040;14.0;0.0;False;False;0.017615380743872363;True;1;True;4.230000000000001e+18;4e+16;3.35;0.06
696;51222;OP22;EIM000+2520;20241023.042;6.5;0.0;False;False;0.012581148407226612;True;1;True;2.08e+18;4e+16;1.83;0.07
957;51222;OP22;EJM013+2620;20241010.022;10.8;0.0;False;False;0.0025191455058444175;True;1;True;4.31e+18;4e+16;2.78;0.05
2197;51222;OP23;EIM000-2520;20250218.085;1.0;1.0;True;False;0.0;False;1;True;0.0;;71.71;14.15
1702;51222;OP23;EIM000+2520;20250508.074;9.0;0.5971223021582733;True;False;0.0;False;1;True;0.0;;3.33;
1602;51222;OP23;EIM000+2520;20250508.084;13.0;0.5964912280701754;True;False;0.0;False;1;True;1.6e+18;;3.33;
1902;51222;OP23;EIM000+2520;20250507.009;28.0;0.5958904109589042;True;False;0.0;False;1;True;0.0;;23.51;
1597;51222;OP23;EIM000+2520;20250508.084;3.0;0.591304347826087;True;False;0.0;False;1;True;5.3e+17;;3.33;
1975;51222;OP23;EIM000+2520;20250507.022;25.0;0.5891472868217055;True;False;0.0;False;1;True;0.0;;3.33;
1740;51222;OP23;EIM000+2520;20250508.069;9.0;0.5877192982456141;True;False;0.0;False;1;True;0.0;;23.73;
1957;51222;OP23;EIM000+2520;20250507.018;1.0;0.5806451612903226;True;False;0.0;False;1;True;1.79e+18;;3.33;
1764;51222;OP23;EIM000+2520;20250508.097;9.0;0.5803571428571429;True;False;0.0;False;1;True;5.8e+17;;3.33;
1710;51222;OP23;EIM000+2520;20250508.075;11.0;0.5801526717557252;True;False;0.0;False;1;True;0.0;;3.33;
1728;51222;OP23;EIM000+2520;20250508.065;9.0;0.5772357723577236;True;False;0.0;False;1;True;0.0;;3.33;
1768;51222;OP23;EIM000+2520;20250508.098;5.0;0.5772357723577236;True;False;0.0;False;1;True;0.0;;3.33;
1654;51222;OP23;EIM000+2520;20250508.076;11.0;0.5753424657534246;True;False;0.0;False;1;True;0.0;;3.33;
