;LP;campaign;configuration;dischargeID;plunge;V_limit_failure;V_limit_change;R_limit_failure;ne;std_ne;Te;std_Te
0;51222;OP22;AIM000+2520;20241211.006;1.0;0.0;False;0.0;4.3e+17;7.000000000000001e+16;8.71;2.1
1;51222;OP22;AIM000+2520;20241211.006;4.0;0.0;False;0.0;1.45e+18;7.000000000000001e+16;8.96;0.81
2;51222;OP22;AIM000+2520;20241211.006;7.0;0.0;False;0.0;2.7e+18;2.1e+17;8.98;1.3
3;51222;OP22;AIM000+2520;20241211.006;10.0;0.0;False;0.0;7.1e+17;9e+16;8.5;1.73
4;51222;OP22;AIM000+2520;20241211.006;13.0;0.0;False;0.0;5.3e+17;1.6e+17;8.85;4.17
5;51222;OP22;AIM000+2520;20241211.008;1.0;0.0;False;0.0;5.2e+17;6e+16;12.64;2.05
6;51222;OP22;AIM000+2520;20241211.008;3.0;0.0;False;0.0;4.4e+17;1.8e+17;9.32;5.59
7;51222;OP22;AIM000+2520;20241211.007;1.0;0.0;False;0.0;9.6e+17;5e+16;9.61;0.79
8;51222;OP22;AIM000+2520;20241211.007;3.0;0.0;False;0.0;6.1e+17;7.000000000000001e+16;9.62;1.79
9;51222;OP22;AIM000+2520;20241211.010;1.0;0.0;False;0.0;8.3e+17;3e+16;10.51;0.63
10;51222;OP22;AIM000+2520;20241211.010;3.0;0.0;False;0.0;4.4e+17;1e+16;10.77;0.41
11;51222;OP22;AIM000+2520;20241211.009;1.0;0.0;False;0.0;3.7e+17;6e+16;9.33;2.12
12;51222;OP22;AIM000+2520;20241211.009;3.0;0.0;False;0.0;2.8000000000000003e+17;3e+16;11.9;1.85
13;51222;OP22;AIM000+2520;20241211.011;1.0;0.0;False;0.0;3.4e+17;6e+16;8.69;2.05
14;51222;OP22;AIM000+2520;20241211.011;3.0;0.0;False;0.0;3e+17;5e+16;9.05;2.32
15;51222;OP22;AIM000+2520;20241211.012;1.0;0.0;False;0.0;;;;
16;51222;OP22;AIM000+2520;20241211.012;5.0;0.0;False;0.0;;;;
17;51222;OP22;AIM000+2520;20241211.014;1.0;0.0;False;0.0;9.4e+17;4e+16;10.06;0.66
18;51222;OP22;AIM000+2520;20241211.014;3.0;0.0;False;0.0;3.2e+17;5e+16;9.01;1.83
19;51222;OP22;AIM000+2520;20241211.013;1.0;0.0;False;0.0;;;;
20;51222;OP22;AIM000+2520;20241211.013;5.0;0.0;False;0.0;;;;
21;51222;OP22;AIM000+2520;20241211.015;1.0;0.0;False;0.0;1.98e+18;3e+16;11.95;0.34
22;51222;OP22;AIM000+2520;20241211.015;5.0;0.0;False;0.0;1.1399999999999999e+18;5e+16;9.77;0.8
23;51222;OP22;AIM000+2520;20241211.016;1.0;0.0;False;0.0;1.78e+18;4e+16;9.96;0.42
24;51222;OP22;AIM000+2520;20241211.016;5.0;0.0;False;0.0;1.17e+18;6e+16;9.56;0.84
25;51222;OP22;AIM000+2520;20241211.016;9.0;0.0;False;0.0;9.3e+17;7.000000000000001e+16;9.61;1.27
26;51222;OP22;AIM000+2520;20241211.016;13.0;0.0;False;0.0;7.9e+17;6e+16;9.24;1.14
27;51222;OP22;AIM000+2520;20241211.017;1.0;0.0;False;0.0;1.63e+18;5e+16;9.93;0.52
28;51222;OP22;AIM000+2520;20241211.017;5.0;0.0;False;0.0;1.1100000000000001e+18;5e+16;9.5;0.78
29;51222;OP22;AIM000+2520;20241211.017;9.0;0.0;False;0.0;9.5e+17;6e+16;9.27;1.03
30;51222;OP22;AIM000+2520;20241211.017;13.0;0.0;False;0.0;8.7e+17;6e+16;9.33;1.01
31;51222;OP22;AIM000+2520;20241211.017;17.0;0.0;False;0.0;7.6e+17;8e+16;9.35;1.63
