;dischargeID;maxNumberOfFailureIndicators;numberOfFailedPlunges;configuration;campaign
455;20250326.108;0;0;KJM008-2620;OP23
454;20250326.107;0;0;KJM008-2520;OP23
453;20250326.105;0;0;KJM008-2520;OP23
452;20250326.104;0;0;KJM008-2520;OP23
451;20250326.103;0;0;KJM008-2520;OP23
450;20250326.102;0;0;KJM008-2520;OP23
449;20250326.100;0;0;KJM008-2520;OP23
448;20250326.080;0;0;KJM008-2520;OP23
447;20250326.079;0;0;KJM008-2520;OP23
446;20250326.078;0;0;KJM008-2520;OP23
445;20250325.090;0;0;EIM000-2620;OP23
444;20250320.030;0;0;KKM009-2600;OP23
443;20250320.029;0;0;KKM009-2600;OP23
442;20250320.022;0;0;KKM009-2600;OP23
441;20250320.019;0;0;KKM009-2600;OP23
440;20250320.018;0;0;KKM009-2600;OP23
439;20250320.009;0;0;KKM009-2600;OP23
438;20250320.008;0;0;KKM009-2600;OP23
437;20250319.089;0;0;EIM000-2620;OP23
435;20250319.049;0;0;KJM008-2620;OP23
434;20250319.048;0;0;KJM008-2620;OP23
433;20250319.047;0;0;KJM008-2620;OP23
432;20250319.046;0;0;KJM008-2620;OP23
431;20250319.044;0;0;KJM008-2620;OP23
430;20250319.043;0;0;KJM008-2620;OP23
429;20250319.037;0;0;KJM008-2620;OP23
428;20250319.035;0;0;KJM008-2620;OP23
427;20250319.028;0;0;KJM008-2620;OP23
426;20250319.026;0;0;KJM008-2620;OP23
425;20250319.025;0;0;KJM008-2620;OP23
424;20250319.024;0;0;KJM008-2620;OP23
423;20250318.070;0;0;EIM000-1800;OP23
422;20250318.067;0;0;EIM000-1800;OP23
419;20250318.060;0;0;EIM000-1800;OP23
418;20250318.059;0;0;EIM000-1800;OP23
417;20250318.058;0;0;EIM000-1800;OP23
416;20250313.081;0;0;EIM000-2620;OP23
415;20250313.078;0;0;EIM000-2620;OP23
414;20250313.076;0;0;EIM000-2620;OP23
413;20250313.074;0;0;EIM000-2620;OP23
412;20250313.046;0;0;EIM000-2620;OP23
411;20250313.044;0;0;EIM000-2620;OP23
409;20250313.041;0;0;EIM000-2620;OP23
408;20250313.037;0;0;EIM000-2620;OP23
407;20250313.036;0;0;EIM000-2620;OP23
406;20250313.034;0;0;EIM000-2620;OP23
405;20250313.033;0;0;EIM000-2620;OP23
404;20250313.031;0;0;EIM000-2620;OP23
403;20250313.028;0;0;EIM000-2620;OP23
402;20250313.027;0;0;EIM000-2620;OP23
401;20250313.026;0;0;EIM000-2620;OP23
400;20250313.025;0;0;EIM000-2620;OP23
399;20250313.022;0;0;EIM000-2620;OP23
398;20250312.068;0;0;KJM008-2520;OP23
397;20250312.067;0;0;KJM008-2520;OP23
396;20250312.063;0;0;KJM008-2520;OP23
395;20250312.061;0;0;KJM008-2620;OP23
394;20250312.060;0;0;KJM008-2520;OP23
393;20250312.058;0;0;KJM008-2620;OP23
392;20250312.057;0;0;KJM008-2620;OP23
391;20250312.056;0;0;KJM008-2520;OP23
390;20250312.055;0;0;KJM008-2520;OP23
389;20250312.054;0;0;KJM008-2620;OP23
388;20250312.051;0;0;KJM008-2520;OP23
387;20250312.050;0;0;KJM008-2520;OP23
386;20250312.049;0;0;KJM008-2520;OP23
385;20250312.048;0;0;KJM008-2620;OP23
384;20250312.046;0;0;KJM008-2520;OP23
383;20250312.042;0;0;KJM008-2520;OP23
382;20250312.039;0;0;KJM008-2520;OP23
381;20250312.033;0;0;KJM008-2520;OP23
380;20250312.032;0;0;KJM008-2520;OP23
379;20250312.020;0;0;KJM008-2520;OP23
378;20250312.019;0;0;KJM008-2520;OP23
377;20250311.082;0;0;KJM008-2620;OP23
376;20250311.081;0;0;KJM008-2620;OP23
375;20250311.080;0;0;KJM008-2620;OP23
374;20250311.079;0;0;KJM008-2620;OP23
373;20250311.078;0;0;KJM008-2620;OP23
372;20250311.077;0;0;KJM008-2620;OP23
371;20250311.075;0;0;KJM008-2620;OP23
370;20250311.072;0;0;KJM008-2620;OP23
369;20250311.071;0;0;KJM008-2620;OP23
368;20250311.069;0;0;KJM008-2620;OP23
367;20250311.067;0;0;KJM008-2620;OP23
366;20250311.064;0;0;KJM008-2620;OP23
365;20250311.063;0;0;KJM008-2620;OP23
364;20250306.060;0;0;EIM000-2620;OP23
363;20250306.056;0;0;EIM000-2620;OP23
362;20250306.046;0;0;EIM000-2620;OP23
361;20250306.036;0;0;EIM000-2520;OP23
360;20250305.081;0;0;KJM008-2520;OP23
359;20250305.079;0;0;KJM008-2520;OP23
358;20250305.077;0;0;KJM008-2520;OP23
357;20250305.075;0;0;KJM008-2520;OP23
356;20250305.074;0;0;KJM008-2520;OP23
355;20250305.071;0;0;KJM008-2620;OP23
354;20250305.070;0;0;KJM008-2620;OP23
353;20250305.068;0;0;KJM008-2620;OP23
352;20250305.066;0;0;KJM008-2620;OP23
351;20250305.062;0;0;KJM008-2620;OP23
350;20250305.061;0;0;KJM008-2620;OP23
349;20250305.059;0;0;KJM008-2620;OP23
348;20250305.057;0;0;KJM008-2620;OP23
347;20250305.056;0;0;KJM008-2620;OP23
346;20250305.054;0;0;KJM008-2620;OP23
345;20250305.052;0;0;KJM008-2620;OP23
344;20250305.051;0;0;KJM008-2620;OP23
343;20250227.080;0;0;KJM008-2620;OP23
342;20250227.065;0;0;KJM008-2620;OP23
341;20250227.050;0;0;KJM008-2620;OP23
340;20250227.047;0;0;KJM008-2620;OP23
339;20250227.045;0;0;KJM008-2620;OP23
338;20250227.037;0;0;KJM008-2620;OP23
335;20250226.070;0;0;DBM000-2520;OP23
328;20250226.055;0;0;DBM000-2520;OP23
327;20250226.053;0;0;DBM000-2520;OP23
326;20250226.052;0;0;DBM000-2520;OP23
325;20250226.051;0;0;DBM000-2520;OP23
324;20250226.050;0;0;DBM000-2520;OP23
323;20250226.049;0;0;DBM000-2520;OP23
322;20250226.048;0;0;DBM000-2520;OP23
321;20250226.046;0;0;DBM000-2520;OP23
320;20250226.044;0;0;DBM000-2520;OP23
319;20250226.042;0;0;DBM000-2520;OP23
317;20250226.040;0;0;DBM000-2520;OP23
316;20250226.039;0;0;DBM000-2520;OP23
314;20250226.037;0;0;DBM000-2520;OP23
313;20250226.036;0;0;DBM000-2520;OP23
312;20250226.035;0;0;DBM000-2520;OP23
311;20250226.034;0;0;DBM000-2520;OP23
310;20250226.033;0;0;DBM000-2520;OP23
309;20250226.032;0;0;DBM000-2520;OP23
308;20250226.030;0;0;DBM000-2520;OP23
307;20250219.042;0;0;EIM000-2620;OP23
305;20241212.099;0;0;EIM000+2614;OP22
304;20241212.095;0;0;EIM000+2614;OP22
303;20241212.094;0;0;EIM000+2614;OP22
302;20241212.092;0;0;EIM000+2614;OP22
301;20241212.091;0;0;EIM000+2614;OP22
300;20241212.090;0;0;EIM000+2614;OP22
299;20241212.089;0;0;EIM000+2614;OP22
298;20241212.088;0;0;EIM000+2614;OP22
297;20241212.087;0;0;EIM000+2614;OP22
296;20241212.086;0;0;EIM000+2614;OP22
295;20241212.085;0;0;EIM000+2614;OP22
294;20241212.084;0;0;EIM000+2614;OP22
293;20241212.083;0;0;EIM000+2614;OP22
292;20241212.082;0;0;EIM000+2614;OP22
291;20241212.081;0;0;EIM000+2614;OP22
290;20241212.080;0;0;EIM000+2614;OP22
289;20241212.079;0;0;EIM000+2614;OP22
288;20241212.078;0;0;EIM000+2614;OP22
287;20241212.077;0;0;EIM000+2614;OP22
286;20241212.076;0;0;EIM000+2614;OP22
285;20241212.075;0;0;EIM000+2614;OP22
284;20241212.074;0;0;EIM000+2614;OP22
283;20241212.073;0;0;EIM000+2614;OP22
282;20241212.069;0;0;EIM000+2614;OP22
281;20241212.068;0;0;EIM000+2614;OP22
280;20241212.067;0;0;EIM000+2614;OP22
279;20241212.066;0;0;EIM000+2614;OP22
278;20241212.065;0;0;EIM000+2614;OP22
276;20241212.063;0;0;EIM000+2520;OP22
271;20241212.058;0;0;EIM000+2520;OP22
267;20241212.054;0;0;EIM000+2520;OP22
265;20241212.052;0;0;EIM000+2520;OP22
263;20241212.050;0;0;EIM000+2520;OP22
262;20241212.049;0;0;EIM000+2520;OP22
261;20241212.048;0;0;EIM000+2520;OP22
260;20241212.047;0;0;EIM000+2520;OP22
258;20241212.044;0;0;EIM000+2520;OP22
257;20241212.043;0;0;EIM000+2520;OP22
256;20241212.042;0;0;EIM000+2520;OP22
255;20241212.040;0;0;EIM000+2520;OP22
253;20241212.038;0;0;EIM000+2520;OP22
252;20241212.037;0;0;EIM000+2520;OP22
251;20241212.036;0;0;EIM000+2520;OP22
250;20241212.035;0;0;EIM000+2520;OP22
249;20241212.034;0;0;EIM000+2520;OP22
247;20241212.032;0;0;EIM000+2520;OP22
246;20241212.031;0;0;EIM000+2520;OP22
245;20241212.030;0;0;EIM000+2520;OP22
243;20241212.027;0;0;EIM000+2520;OP22
242;20241212.026;0;0;EIM000+2520;OP22
241;20241212.024;0;0;EIM000+2520;OP22
240;20241212.023;0;0;EIM000+2520;OP22
239;20241212.022;0;0;EIM000+2520;OP22
236;20241212.019;0;0;EIM000+2520;OP22
235;20241212.018;0;0;EIM000+2520;OP22
234;20241212.017;0;0;EIM000+2520;OP22
232;20241212.015;0;0;EIM000+2520;OP22
231;20241212.012;0;0;EIM000+2520;OP22
230;20241212.011;0;0;EIM000+2520;OP22
228;20241212.009;0;0;EIM000+2520;OP22
226;20241211.082;0;0;DIR001+2520;OP22
223;20241211.078;0;0;DIR001+2520;OP22
216;20241211.064;0;0;DIR001+2520;OP22
198;20241211.034;0;0;AIM000+2520;OP22
192;20241211.027;0;0;AIM000+2520;OP22
189;20241211.024;0;0;AIM000+2520;OP22
187;20241210.083;0;0;EIM000+2520;OP22
186;20241210.070;0;0;EIM000+2520;OP22
185;20241210.037;0;0;EIM000+2520;OP22
184;20241210.030;0;0;EIM000+2520;OP22
183;20241210.024;0;0;EIM000+2520;OP22
182;20241205.081;0;0;EIM000+2614;OP22
181;20241205.080;0;0;EIM000+2614;OP22
180;20241205.078;0;0;EIM000+2614;OP22
179;20241205.077;0;0;EIM000+2614;OP22
178;20241205.076;0;0;EIM000+2614;OP22
177;20241205.073;0;0;EIM000+2670;OP22
176;20241205.071;0;0;EIM000+2670;OP22
175;20241205.069;0;0;EIM000+2670;OP22
174;20241205.067;0;0;EIM000+2670;OP22
173;20241205.064;0;0;EIM000+2670;OP22
172;20241205.062;0;0;EIM000+2670;OP22
171;20241205.050;0;0;FNM001+2520;OP22
170;20241205.048;0;0;FNM001+2520;OP22
169;20241204.081;0;0;FMM002+2620;OP22
168;20241204.079;0;0;FMM002+2620;OP22
167;20241204.078;0;0;FMM002+2620;OP22
166;20241204.077;0;0;FMM002+2620;OP22
165;20241204.075;0;0;FMM002+2620;OP22
164;20241204.074;0;0;FMM002+2620;OP22
163;20241204.072;0;0;FMM002+2620;OP22
162;20241204.068;0;0;FMM002+2620;OP22
161;20241204.066;0;0;FMM002+2620;OP22
160;20241204.063;0;0;FMM002+2620;OP22
159;20241204.062;0;0;FMM002+2620;OP22
158;20241204.061;0;0;FMM002+2620;OP22
157;20241204.057;0;0;FMM002+2620;OP22
156;20241204.056;0;0;FMM002+2620;OP22
155;20241204.053;0;0;FMM002+2670;OP22
154;20241204.052;0;0;FMM002+2670;OP22
153;20241204.051;0;0;FMM002+2670;OP22
152;20241204.050;0;0;FMM002+2670;OP22
151;20241204.044;0;0;FMM002+2520;OP22
150;20241204.040;0;0;FMM002+2520;OP22
149;20241204.039;0;0;FMM002+2520;OP22
148;20241204.038;0;0;FMM002+2520;OP22
147;20241204.034;0;0;FMM002+2520;OP22
146;20241204.030;0;0;FMM002+2520;OP22
145;20241204.028;0;0;FMM002+2520;OP22
144;20241204.020;0;0;FMM002+2520;OP22
143;20241204.019;0;0;FMM002+2520;OP22
142;20241204.018;0;0;FMM002+2520;OP22
141;20241204.017;0;0;FMM002+2520;OP22
140;20241204.016;0;0;FMM002+2520;OP22
139;20241204.015;0;0;FMM002+2520;OP22
138;20241204.014;0;0;FMM002+2520;OP22
137;20241204.013;0;0;FMM002+2520;OP22
136;20241204.012;0;0;FMM002+2520;OP22
135;20241204.011;0;0;FMM002+2520;OP22
125;20241203.061;0;0;EIM000+2614;OP22
118;20241128.082;0;0;EIM000+2520;OP22
117;20241127.070;0;0;FLM000+2520;OP22
116;20241127.064;0;0;FLM000+2520;OP22
115;20241127.063;0;0;FLM000+2520;OP22
114;20241127.062;0;0;FLM000+2520;OP22
113;20241127.061;0;0;FLM000+2520;OP22
112;20241127.055;0;0;EJM008+2520;OP22
111;20241127.054;0;0;EJM008+2520;OP22
110;20241127.051;0;0;EIM000+2520;OP22
109;20241127.050;0;0;EIM000+2520;OP22
108;20241127.048;0;0;EIM000+2520;OP22
107;20241127.047;0;0;EIM000+2520;OP22
106;20241127.046;0;0;EIM000+2520;OP22
105;20241127.045;0;0;EIM000+2520;OP22
103;20241127.043;0;0;EIM000+2520;OP22
102;20241127.042;0;0;EIM000+2520;OP22
101;20241127.041;0;0;EIM000+2520;OP22
100;20241127.040;0;0;EIM000+2520;OP22
99;20241127.038;0;0;EIM000+2520;OP22
98;20241127.011;0;0;EIM000+2520;OP22
97;20241127.010;0;0;EIM000+2520;OP22
94;20241126.076;0;0;FMM002+2620;OP22
93;20241126.073;0;0;FMM002+2620;OP22
92;20241126.068;0;0;FMM002+2620;OP22
91;20241126.065;0;0;FMM002+2620;OP22
90;20241126.064;0;0;FMM002+2620;OP22
89;20241126.061;0;0;FMM002+2620;OP22
88;20241126.060;0;0;FMM002+2620;OP22
87;20241126.055;0;0;FMM002+2620;OP22
86;20241126.041;0;0;FMM002+2620;OP22
85;20241121.040;0;0;EIM000+2614;OP22
84;20241121.039;0;0;EIM000+2614;OP22
83;20241121.035;0;0;EIM000+2614;OP22
82;20241121.031;0;0;EIM000+2614;OP22
81;20241121.028;0;0;EIM000+2614;OP22
80;20241121.023;0;0;EIM000+2614;OP22
79;20241120.055;0;0;KJM008+2520;OP22
78;20241120.052;0;0;KJM008+2520;OP22
77;20241120.048;0;0;KJM008+2520;OP22
76;20241120.045;0;0;KJM008+2520;OP22
75;20241119.083;0;0;EIM000+2614;OP22
74;20241119.077;0;0;EIM000+2614;OP22
73;20241119.059;0;0;EIM000+2614;OP22
51;20241112.054;0;0;EKM006+2620;OP22
50;20241112.033;0;0;KJM008+2620;OP22
49;20241112.027;0;0;KJM008+2620;OP22
44;20241106.058;0;0;DBM000+2520;OP22
35;20241106.049;0;0;DBM000+2520;OP22
34;20241106.048;0;0;DBM000+2520;OP22
33;20241106.046;0;0;DBM000+2520;OP22
32;20241106.045;0;0;DBM000+2520;OP22
31;20241106.044;0;0;DBM000+2520;OP22
30;20241106.043;0;0;DBM000+2520;OP22
29;20241106.042;0;0;DBM000+2520;OP22
28;20241106.038;0;0;ECM003+2520;OP22
27;20241106.037;0;0;ECM003+2520;OP22
25;20241105.058;0;0;EIM000+2520;OP22
18;20241029.027;0;0;DIR001+2520;OP22
16;20241029.008;0;0;XIM001+2485;OP22
12;20241016.078;0;0;KJM008+2520;OP22
11;20241015.069;0;0;EIM000+2520;OP22
6;20240926.049;0;0;EIM000+2520;OP22
5;20240924.083;0;0;EIM000+1800;OP22
4;20240924.081;0;0;EIM000+1800;OP22
3;20240917.037;0;0;EIM000+2520;OP22
2;20240917.036;0;0;EIM000+2520;OP22
1;20240917.035;0;0;EIM000+2520;OP22
0;20240917.034;0;0;EIM000+2520;OP22
